"pid","location","totval","bedrooms","nineplus","finalbaths","price1","date1","price2","date2","price3","date3","price4","date4","price5","date5","yearbuilt","sqft","pctgood","style","model","grade","occupancy","actype","bathstyle","kstyle","acres","zone","neighborhood","garagesqft","latitude","longitude"
83,"392 BURR ST",129200,3,0,1,0,"04/02/2012",157000,"03/26/2012",0,"01/19/2000",0,"09/08/1989",NA,NA,1955,1040,58,"Ranch","Single Family","Average",1,"Central","Average","Average",0.18,"RS2","0200",312,41.27469,-72.88843
84,"384 BURR ST",124600,3,0,1,0,"12/20/2004",0,"04/11/1979",NA,NA,NA,NA,NA,NA,1957,1040,58,"Ranch","Single Family","Average",1,"Central","Average","Average",0.24,"RS2","0200",312,41.274452,-72.888435
85,"374 BURR ST",125000,3,0,1,148000,"05/07/2004",0,"10/15/2003",0,"03/27/2001",90000,"04/09/1998",0,"05/16/1994",1957,1040,58,"Ranch","Single Family","Average",1,"Central","Average","Average",0.24,"RS2","0200",312,41.274036,-72.88852
86,"366 BURR ST",128100,3,0,1.5,93280,"08/14/1998",NA,NA,NA,NA,NA,NA,NA,NA,1956,988,58,"Ranch","Single Family","Average",1,"Central","Average","Average",0.24,"RS2","0200",288,41.273872,-72.88866
87,"360 BURR ST",131600,4,0,2,0,"10/16/2013",75500,"10/06/2011",0,"06/02/2011",0,"06/10/2010",156000,"10/23/2002",1930,1536,68,"2 Family","Multi-Fam 2-4","Average",1,"None","Average","Average",0.27,"RS2","0200",0,41.273743,-72.88874
88,"354 BURR ST",141700,3,0,1.5,129900,"01/03/2011",190000,"10/07/2004",50507,"11/30/1995",0,"11/09/1994",63400,"05/21/1985",1950,1434,58,"Colonial","Single Family","Average",1,"None","Average","Average",0.24,"RS2","0200",264,41.2736685,-72.8889885
89,"348 BURR ST",155700,3,0,1,138500,"03/15/1988",NA,NA,NA,NA,NA,NA,NA,NA,1941,1352,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.24,"RS2","0200",504,41.273468,-72.8890595
92,"340 BURR ST",145700,3,0,1,30000,"01/08/1990",NA,NA,NA,NA,NA,NA,NA,NA,1950,1624,56,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.21,"RS2","0200",504,41.273309,-72.889139
95,"320 BURR ST",159200,3,0,1.5,0,"10/12/2011",0,"09/25/2006",0,"08/15/1967",NA,NA,NA,NA,1967,1040,66,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.25,"RS2","0200",912,41.272792095,-72.88918625
96,"310 BURR ST",170700,3,0,1,0,"10/22/1980",NA,NA,NA,NA,NA,NA,NA,NA,1965,1560,66,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.2,"RS2","0200",288,41.272594,-72.88927131
97,"175 TOWNSEND TER",287900,3,0,1.5,330000,"12/09/2004",0,"05/04/1999",NA,NA,NA,NA,NA,NA,1968,2880,76,"Split-Level","Single Family","Ave/Good",1,"Central","Average","Average",0.19,"RS2","0200",320,41.273276855,-72.89089
98,"155 TOWNSEND TER",320300,4,0,2.5,0,"01/25/1984",NA,NA,NA,NA,NA,NA,NA,NA,1970,2916,80,"Colonial","Single Family","Ave/Good",1,"Central","Average","Average",0.25,"RS2","0200",432,41.273491025,-72.89132
99,"147 TOWNSEND TER",243200,3,0,2.5,138000,"12/02/1997",0,"12/09/1986",NA,NA,NA,NA,NA,NA,1969,1632,86,"Split-Level","Single Family","Above Average",1,"None","Average","Average",0.29,"RS2","0200",80,41.273610895,-72.89149
100,"135 TOWNSEND TER",197300,3,0,2,290000,"10/29/2007",175000,"11/13/2001",0,"11/13/2001",0,"05/16/1967",NA,NA,1965,1404,76,"Ranch","Single Family","Average",1,"None","Average","Average",0.39,"RS2","0200",0,41.2737136,-72.89174
101,"215 HYDE ST",207500,2,0,1,0,"03/17/2015",0,"12/13/2004",88000,"07/28/1995",88500,"07/28/1995",0,"06/13/1995",1969,1448,86,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.17,"RS2","0200",576,41.27340893,-72.89225
102,"223 HYDE ST",161300,2,0,1.5,0,"04/09/2002",80155,"03/22/2000",0,"11/03/1999",0,"08/02/1999",0,"11/07/1995",1972,1200,80,"Ranch","Single Family","Average",1,"Central","Average","Average",0.17,"RS2","0200",0,41.273594,-72.89224
103,"235 HYDE ST",224000,3,0,2,0,"08/03/2010",123600,"11/26/1996",51000,"03/31/1977",NA,NA,NA,NA,1966,1582,76,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.25,"RS2","0200",624,41.27381482,-72.89216993
104,"118 TOWNSEND TER",243100,4,0,1.5,0,"05/22/2002",0,"03/05/1969",NA,NA,NA,NA,NA,NA,1969,2240,76,"Colonial","Single Family","Above Average",1,"Central","Average","Average",0.17,"RS2","0200",294,41.274110755,-72.89211571
105,"126 TOWNSEND TER",173000,2,0,1.5,0,"03/24/1993",NA,NA,NA,NA,NA,NA,NA,NA,1969,1120,76,"Raised Ranch","Single Family","Average",1,"None","Average","Average",0.33,"RS2","0200",336,41.274014,-72.89188808
106,"132 TOWNSEND TER",178000,3,0,2,40500,"09/27/1974",NA,NA,NA,NA,NA,NA,NA,NA,1963,1144,72,"Raised Ranch","Single Family","Average",1,"None","Average","Average",0.33,"RS2","0200",312,41.27397217,-72.89177
107,"140 TOWNSEND TER",183900,3,0,1.5,227000,"09/09/2015",0,"01/31/2013",222500,"04/13/2005",0,"10/25/2001",0,"08/13/1979",1966,1422,76,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.37,"RS2","0200",360,41.27388659,-72.8916
108,"144 TOWNSEND TER",170900,3,0,1.5,0,"06/01/2000",0,"08/09/1994",NA,NA,NA,NA,NA,NA,1965,1170,76,"Ranch","Single Family","Average",1,"Central","Average","Average",0.44,"RS2","0200",390,41.27386697,-72.89152
109,"150 TOWNSEND TER",163400,2,0,2,0,"12/04/1973",NA,NA,NA,NA,NA,NA,NA,NA,1965,1000,76,"Raised Ranch","Single Family","Average",1,"None","Average","Average",0.38,"RS2","0200",276,41.273827,-72.891396
110,"158 TOWNSEND TER",206000,3,0,2,124500,"02/27/2001",1e+05,"01/21/1999",0,"06/28/1984",NA,NA,NA,NA,1969,1603,86,"Ranch","Single Family","Average",1,"None","Average","Average",0.26,"RS2","0200",0,41.273761585,-72.89080019
111,"164 TOWNSEND TER",201900,3,0,2,229900,"05/04/2015",130000,"07/01/2014",0,"10/28/2013",0,"10/28/2013",0,"11/28/2005",1971,1236,80,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.25,"RS2","0200",288,41.27364356,-72.8911
112,"168 TOWNSEND TER",196500,3,0,2,0,"08/08/2014",160000,"11/16/1990",NA,NA,NA,NA,NA,NA,1972,1278,80,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.3,"RS2","0200",312,41.27343363,-72.891014
113,"172 TOWNSEND TER",219400,3,0,2,0,"01/07/2013",190000,"12/31/2012",0,"10/16/2012",0,"12/26/1990",NA,NA,1968,1792,86,"Ranch","Single Family","Average",1,"None","Average","Average",0.25,"RS2","0200",0,41.27331622,-72.89093
114,"176 TOWNSEND TER",184700,3,0,1.5,0,"02/04/2013",0,"02/04/2013",0,"06/23/1969",NA,NA,NA,NA,1962,1535,72,"Ranch","Single Family","Average",1,"Central","Average","Average",0.27,"RS2","0200",0,41.273102825,-72.89084
119,"437 BURR ST",131500,3,0,2,0,"09/10/2013",0,"05/21/2013",0,"11/09/2012",0,NA,NA,NA,1959,960,58,"Ranch","Single Family","Average",1,"Central","Average","Average",0.1,"RS2","0200",0,41.27585635,-72.88789
120,"427 BURR ST",165100,3,0,1.5,0,"08/03/2010",0,"08/03/2010",0,"07/10/2008",0,"08/08/2000",0,"08/08/2000",1970,1316,68,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.13,"RS2","0200",0,41.27570011,-72.88781
121,"419 BURR ST",208400,3,0,1.5,0,"07/12/2012",163000,"04/27/2001",165700,"01/25/2001",0,"09/08/2000",18000,"07/06/2000",2001,1344,83,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.26,"RS2","0200",624,41.27552065,-72.88773
122,"409 BURR ST",143300,4,0,2,180000,"09/22/2006",224900,"05/30/2006",0,"01/21/2001",0,"01/23/1992",NA,NA,1924,1468,58,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.14,"RS2","0200",216,41.27531092,-72.88763
123,"401 BURR ST",223200,3,0,3,201000,"03/17/2003",21000,"04/27/2000",0,"01/23/1992",NA,NA,NA,NA,2002,1365,83,"Raised Ranch","Single Family","Above Average",1,"None","Average","Average",0.25,"RS2","0200",325,41.275092535,-72.88815021
127,"404 BURR ST",208900,3,0,2,162000,"07/16/2001",0,"07/16/2001",157000,"07/31/1990",NA,NA,NA,NA,1971,1364,82,"Raised Ranch","Single Family","Above Average",1,"None","Average","Average",0.17,"RS2","0200",312,41.27501594,-72.88828778
128,"412 BURR ST",195800,3,0,2,0,"09/29/1997",38000,"08/19/1980",NA,NA,NA,NA,NA,NA,1975,1216,77,"Raised Ranch","Single Family","Above Average",1,"None","Average","Average",0.17,"RS2","0200",364,41.275154,-72.88824
129,"416 BURR ST",164400,3,0,1.5,0,"01/03/1978",NA,NA,NA,NA,NA,NA,NA,NA,1978,1170,83,"Colonial","Single Family","Average",1,"None","Average","Average",0.16,"RS2","0200",0,41.275309055,-72.88822
130,"420 BURR ST",184100,3,0,1.5,0,"11/28/2007",234900,"08/05/2005",0,"07/13/2005",0,"02/07/2000",NA,NA,1978,1510,77,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.15,"RS2","0200",288,41.27563406,-72.8882
132,"440 BURR ST",188200,3,0,1.5,192000,"05/14/2010",0,"11/08/1994",90000,"01/03/1986",NA,NA,NA,NA,1978,1028,82,"Raised Ranch","Single Family","Above Average",1,"None","Average","Average",0.26,"RS2","0200",288,41.27600281,-72.88808
133,"408 BURR ST",304000,4,0,4,0,"07/02/2013",0,"06/13/1994",NA,NA,NA,NA,NA,NA,1974,2544,82,"2 Family","Multi-Fam 2-4","Above Average",2,"Central","Average","Average",0.89,"RS2","0200",0,41.275072905,-72.88826513
136,"675 TOWNSEND AV #116",152900,2,0,2,211500,"03/07/2006",0,"01/18/2006",109000,"03/17/2000",0,NA,NA,NA,1985,1250,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
137,"675 TOWNSEND AV #117",191000,2,0,2.5,235000,"08/18/2003",105000,"04/16/1999",0,"12/29/1993",NA,NA,NA,NA,1985,1406,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
138,"675 TOWNSEND AV #118",191000,2,0,2.5,125000,"08/31/2000",175000,"04/07/1987",NA,NA,NA,NA,NA,NA,1985,1406,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
139,"675 TOWNSEND AV #119",152600,2,0,1.5,167000,"02/26/2009",119000,"08/01/2001",109100,"06/27/1985",NA,NA,NA,NA,1985,1084,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
140,"675 TOWNSEND AV #120",150700,2,0,1.5,0,"03/28/2006",0,"03/28/2006",1,"01/26/2004",155000,"06/17/2003",0,"02/17/1995",1985,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
141,"675 TOWNSEND AV #121",191000,2,0,2.5,281500,"06/03/2004",145000,"08/23/2000",147425,"09/04/1985",NA,NA,NA,NA,1985,1406,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
142,"675 TOWNSEND AV #132",186900,2,0,2.5,0,"10/07/2014",140565,"10/09/1984",NA,NA,NA,NA,NA,NA,1984,1406,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
143,"675 TOWNSEND AV #133",150700,2,0,1.5,78000,"10/01/1996",150000,"06/11/1987",NA,NA,NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
144,"675 TOWNSEND AV #134",157200,2,0,1.5,204000,"02/01/2006",209900,"08/10/2004",153500,"04/30/2003",142500,"05/17/1988",NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
145,"675 TOWNSEND AV #135",201300,2,0,2.5,152000,"05/05/2014",108000,"12/15/1998",NA,NA,NA,NA,NA,NA,1984,1406,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
146,"675 TOWNSEND AV #136",201300,2,0,2.5,125000,"04/17/2012",0,"12/02/2011",0,"05/25/1999",0,"05/25/1999",NA,NA,1984,1406,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
147,"675 TOWNSEND AV #137",164500,2,0,2,170000,"12/09/2010",0,"07/03/2007",0,NA,NA,NA,NA,NA,1984,1250,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
148,"675 TOWNSEND AV #138",201300,2,0,2.5,207500,"08/02/2002",120000,"07/16/1999",NA,NA,NA,NA,NA,NA,1984,1406,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
149,"675 TOWNSEND AV #139",164800,2,0,1.5,0,"09/25/2008",85000,"04/25/1995",145000,"05/04/1987",NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
150,"675 TOWNSEND AV #140",164800,2,0,1.5,225000,"10/19/2005",162000,"07/08/2002",0,"07/08/2002",156000,"07/26/1988",NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
151,"675 TOWNSEND AV #141",201300,2,0,2.5,145000,"06/01/2000",99000,"08/22/1994",NA,NA,NA,NA,NA,NA,1984,1406,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
152,"675 TOWNSEND AV #142",170000,2,0,2,315000,"12/30/2004",120000,"12/21/1998",152000,"09/29/1988",NA,NA,NA,NA,1984,1250,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
153,"675 TOWNSEND AV #143",204900,2,0,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1406,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
154,"675 TOWNSEND AV #154",190800,2,0,3.5,0,"11/09/1999",195000,"07/14/1988",NA,NA,NA,NA,NA,NA,1984,1406,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
155,"675 TOWNSEND AV #155",164800,2,0,1.5,149900,"09/18/2002",134000,"06/28/2001",93000,"01/02/2001",0,"01/21/1998",80000,"12/30/1997",1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
156,"675 TOWNSEND AV #156",166800,2,0,1.5,146900,"05/14/2002",106500,"10/12/2001",0,NA,NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
157,"675 TOWNSEND AV #157",201300,2,0,2.5,0,"07/26/2005",0,"10/14/1999",0,"03/21/1997",NA,NA,NA,NA,1984,1406,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
158,"675 TOWNSEND AV #158",183600,2,0,2,279900,"06/01/2007",157500,"08/08/2002",0,"05/02/2002",0,"12/31/1998",0,"12/30/1998",1984,1250,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
159,"675 TOWNSEND AV #159",201300,2,0,2.5,0,"01/25/2002",105000,"09/03/1998",68000,"02/06/1998",NA,NA,NA,NA,1984,1406,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
160,"675 TOWNSEND AV #160",184300,2,0,2.5,162000,"12/12/2011",0,"08/05/2004",0,"05/26/1998",0,"01/19/1996",0,"12/08/1995",1984,1406,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
161,"675 TOWNSEND AV #161",164800,2,0,1.5,0,"03/25/2014",112900,"08/02/2000",80000,"01/21/1997",NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
162,"675 TOWNSEND AV #162",166800,2,0,1.5,156000,"04/20/2004",112000,"11/21/2000",142000,"05/08/1987",NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
163,"675 TOWNSEND AV #163",187900,2,0,2,249500,"12/21/2005",0,"04/07/1999",109900,"09/29/1995",NA,NA,NA,NA,1984,1271,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
164,"675 TOWNSEND AV #164",201300,2,0,2.5,102500,"05/29/1996",NA,NA,NA,NA,NA,NA,NA,NA,1984,1406,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
165,"675 TOWNSEND AV #165",164800,2,0,1.5,1e+05,"10/31/2000",0,NA,NA,NA,NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
166,"675 TOWNSEND AV #166",166700,2,0,1.5,177000,"11/18/2004",0,NA,NA,NA,NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Above Average",0,"RS2","0200",240,41.274887,-72.8963
167,"675 TOWNSEND AV #167",164500,2,0,2,172000,"08/07/2015",156500,"01/14/2003",107500,"06/19/1992",NA,NA,NA,NA,1984,1250,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
168,"675 TOWNSEND AV #168",123600,1,0,1,2e+05,"11/18/2008",0,NA,NA,NA,NA,NA,NA,NA,1984,752,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
169,"675 TOWNSEND AV #169",153600,2,0,1.5,78000,"09/30/1999",NA,NA,NA,NA,NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
170,"675 TOWNSEND AV #170",150700,2,0,1.5,175000,"12/31/2009",0,"06/02/2004",96000,"05/16/2001",0,"09/29/1992",NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
171,"675 TOWNSEND AV #171",150600,2,0,2,119500,"09/18/2000",0,"09/29/1992",NA,NA,NA,NA,NA,NA,1984,1250,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
172,"675 TOWNSEND AV #178",169800,2,0,2,105000,"04/12/2000",0,"04/12/2000",131040,"06/27/1985",NA,NA,NA,NA,1985,1271,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
173,"675 TOWNSEND AV #179",153600,2,0,1.5,0,"09/05/1996",0,"08/21/1996",97175,"05/08/1985",NA,NA,NA,NA,1985,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
174,"675 TOWNSEND AV #180",150000,2,0,1.5,171000,"07/29/2009",139000,"04/02/2003",116622,"05/08/1985",NA,NA,NA,NA,1985,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",220,41.274887,-72.8963
175,"675 TOWNSEND AV #181",140000,2,0,2,129625,"10/15/1993",129625,"02/02/1989",NA,NA,NA,NA,NA,NA,1985,1250,88,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",220,41.274887,-72.8963
176,"675 TOWNSEND AV #190",163800,2,0,2,215000,"08/01/2013",0,"08/01/2013",257000,"09/04/2009",0,"07/05/2006",0,"08/25/2005",1986,1250,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
177,"675 TOWNSEND AV #191",150700,2,0,1.5,163000,"05/17/2011",0,"12/22/2006",0,"12/05/2002",82000,"10/25/1999",65000,"10/06/1998",1986,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
178,"675 TOWNSEND AV #192",150700,2,0,1.5,170000,"04/04/2005",87500,"09/16/1999",0,"01/02/1986",NA,NA,NA,NA,1986,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
179,"675 TOWNSEND AV #193",172100,2,0,2,106000,"06/24/1999",95500,"08/27/1998",0,"08/27/1998",0,"02/13/1986",NA,NA,1987,1271,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
180,"675 TOWNSEND AV #186",152900,2,0,2,187500,"09/13/2012",86000,"07/26/1995",0,"05/04/1992",NA,NA,NA,NA,1986,1250,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
181,"675 TOWNSEND AV #187",151900,2,0,1.5,102000,"03/30/1999",0,"02/18/1992",NA,NA,NA,NA,NA,NA,1986,1084,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",220,41.274887,-72.8963
182,"675 TOWNSEND AV #188",150700,2,0,1.5,124900,"04/08/2002",85000,"09/18/2000",0,"03/12/1986",NA,NA,NA,NA,1986,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
183,"675 TOWNSEND AV #189",152900,2,0,2,157000,"03/05/2013",136000,"06/06/2012",0,"03/31/2006",230000,"08/17/2005",0,"03/21/1986",1986,1250,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
184,"675 TOWNSEND AV #182",152300,2,0,2,0,"03/02/2006",234000,"02/25/2004",80000,"10/21/1994",128000,"04/25/1989",128000,"04/25/1989",1986,1250,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",220,41.274887,-72.8963
185,"675 TOWNSEND AV #183",150000,2,0,1.5,152000,"07/30/2010",0,"06/23/2010",190000,"11/06/2007",65000,"06/30/1997",0,"01/02/1986",1986,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",220,41.2748646,-72.8963
186,"675 TOWNSEND AV #184",154200,2,0,1.5,225000,"06/16/2005",134000,"03/19/2002",68000,"10/30/1998",0,"01/02/1986",NA,NA,1986,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
187,"675 TOWNSEND AV #185",172100,2,0,2,0,"03/10/2010",160000,"09/14/2001",94750,"11/18/1998",0,"01/15/1986",NA,NA,1986,1271,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
188,"675 TOWNSEND AV #176",111600,1,0,1,123500,"05/20/2002",0,"05/20/2002",73757,"11/19/1984",NA,NA,NA,NA,1984,752,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
189,"675 TOWNSEND AV #177",153500,2,0,2,2e+05,"03/31/2009",0,"03/31/2009",70000,"10/03/1995",121500,"01/02/1986",NA,NA,1984,1250,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
190,"675 TOWNSEND AV #172",143000,2,0,1.5,158000,"11/20/2009",199900,"07/02/2004",88500,"08/16/2000",0,"01/27/1995",50000,"12/21/1993",1984,1164,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
191,"675 TOWNSEND AV #173",153200,2,0,1.5,82000,"03/31/1999",74000,"12/15/1994",95120,"05/08/1985",NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
192,"675 TOWNSEND AV #174",152600,2,0,1.5,154900,"05/01/2015",215000,"04/03/2006",0,"07/30/2003",55000,"04/14/1993",NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
193,"675 TOWNSEND AV #175",109600,3,0,1,0,"09/17/2015",0,"12/06/2011",95242,"08/28/1985",NA,NA,NA,NA,1985,752,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
194,"675 TOWNSEND AV #152",119300,1,0,1,135000,"04/02/2013",0,"10/12/2012",147500,"05/13/2008",0,NA,NA,NA,1984,752,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
195,"675 TOWNSEND AV #153",150600,2,0,2,148500,"05/20/1987",NA,NA,NA,NA,NA,NA,NA,NA,1984,1250,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
196,"675 TOWNSEND AV #148",157400,2,0,1.5,110000,"11/12/2002",0,"10/20/1997",112500,"06/03/1991",NA,NA,NA,NA,1984,1164,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
197,"675 TOWNSEND AV #149",150700,2,0,1.5,186500,"07/01/2004",0,NA,NA,NA,NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
198,"675 TOWNSEND AV #150",150700,2,0,1.5,78000,"10/20/1998",142000,"01/28/1988",NA,NA,NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
199,"675 TOWNSEND AV #151",125200,2,0,2,165000,"12/06/2011",160000,"07/02/2003",93000,"01/28/2000",NA,NA,NA,NA,1984,752,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
200,"675 TOWNSEND AV #144",157400,2,0,1.5,0,"09/10/2004",182500,"06/07/2004",100844,"10/24/1985",NA,NA,NA,NA,1984,1164,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
201,"675 TOWNSEND AV #145",150700,2,0,1.5,0,"12/18/1995",0,"08/21/1995",97311,"12/22/1986",NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
202,"675 TOWNSEND AV #146",150700,2,0,1.5,175500,"09/17/2003",94500,"08/30/1999",136000,"07/22/1988",NA,NA,NA,NA,1984,1084,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
203,"675 TOWNSEND AV #147",159500,2,0,1.5,130000,"11/15/2001",0,"03/17/1992",NA,NA,NA,NA,NA,NA,1984,1164,91,"Condominium","Res Condo","Good",1,"Central","Average","Average",0,"RS2","0200",240,41.2748646,-72.8963
204,"675 TOWNSEND AV #128",184300,2,0,2.5,148999,"06/14/2002",131875,"12/31/1984",NA,NA,NA,NA,NA,NA,1984,1406,91,"Condominium","Res Condo","Good",1,"None","Average","Average",0,"RS2","0200",240,41.274887,-72.8963
