"pid","location","totval"
21279,"590 ELLSWORTH AV",289600
21280,"580 ELLSWORTH AV",423800
21281,"97 DYER ST",238000
21282,"WINTHROP AV",25700
21283,"105 GLEN RD",292800
21284,"531 ELLSWORTH AV",257900
21285,"535 ELLSWORTH AV",219800
21286,"545 ELLSWORTH AV",299200
21287,"551 ELLSWORTH AV",369800
21288,"557 ELLSWORTH AV",334000
21289,"502 NORTON PKWY",165100
21290,"494 NORTON PKWY",214200
21291,"488 NORTON PKWY",280700
21292,"484 NORTON PKWY",263900
21293,"476 NORTON PKWY",243800
21294,"470 NORTON PKWY",206700
21295,"469 NORTON PKWY",212800
21296,"475 NORTON PKWY",181800
21297,"479 NORTON PKWY",208900
21298,"483 NORTON PKWY",184000
21299,"489 NORTON PKWY",153600
21300,"495 NORTON PKWY",136300
21301,"499 NORTON PKWY",165300
21302,"503 NORTON PKWY",143000
21303,"10 DYER ST",145700
21304,"150 CRESCENT ST",155600
21305,"142 CRESCENT ST",140400
21306,"134 CRESCENT ST",138800
21307,"128 CRESCENT ST",149600
21308,"124 CRESCENT ST",146000
21309,"120 CRESCENT ST",151200
21310,"690 WINTHROP AV",150500
21311,"25 GLEN RD",174400
21312,"35 GLEN RD",139300
21313,"39 GLEN RD",132100
21314,"45 GLEN RD",147700
21315,"49 GLEN RD",150500
21316,"565 ELLSWORTH AV",303900
21317,"573 ELLSWORTH AV",273700
21318,"577 ELLSWORTH AV",310900
21319,"585 ELLSWORTH AV",303500
21320,"591 ELLSWORTH AV",372200
21321,"595 ELLSWORTH AV",435000
21322,"605 ELLSWORTH AV",389000
21323,"615 ELLSWORTH AV",449400
21324,"623 ELLSWORTH AV",466900
21325,"625 ELLSWORTH AV",282800
21326,"635 ELLSWORTH AV",290300
21327,"645 ELLSWORTH AV",272800
21328,"655 ELLSWORTH AV",255100
21329,"665 ELLSWORTH AV",217700
21330,"276 CRESCENT ST",149700
21331,"270 CRESCENT ST",148200
21332,"262 CRESCENT ST",179900
21333,"256 CRESCENT ST",167800
21334,"250 CRESCENT ST",192400
21335,"242 CRESCENT ST",152100
21336,"234 CRESCENT ST",136600
21337,"566 NORTON PKWY",182000
21338,"560 NORTON PKWY",166200
21339,"554 NORTON PKWY",190100
21340,"550 NORTON PKWY",183400
21341,"544 NORTON PKWY",183400
21342,"536 NORTON PKWY",184300
21343,"530 NORTON PKWY",167800
21344,"524 NORTON PKWY",181900
21345,"514 NORTON PKWY",205000
21346,"510 NORTON PKWY",213100
21347,"506 NORTON PKWY",226400
21348,"47 DYER ST",164600
21349,"51 DYER ST",169000
21350,"57 DYER ST",191700
21351,"505 NORTON PKWY",1247200
21352,"517 NORTON PKWY",220300
21353,"523 NORTON PKWY",171000
21354,"535 NORTON PKWY",189700
21355,"1579 ELLA T GRASSO BLVD",208400
21356,"1585 ELLA T GRASSO BLVD",198100
21357,"1593 ELLA T GRASSO BLVD",201000
21358,"1599 ELLA T GRASSO BLVD",174400
21359,"214 GOFFE TER",223000
21360,"210 GOFFE TER",199600
21361,"204 GOFFE TER",166400
21362,"198 GOFFE TER",206200
21363,"192 GOFFE TER",203400
21364,"186 GOFFE TER",179200
21365,"180 GOFFE TER",205400
21366,"174 GOFFE TER",182400
21367,"170 GOFFE TER",232900
21368,"166 GOFFE TER",247000
21369,"160 GOFFE TER",255300
21370,"156 GOFFE TER",191800
21371,"150 GOFFE TER",177100
21372,"144 GOFFE TER",175400
21373,"438 ELLSWORTH AV",180200
21374,"432 ELLSWORTH AV",197100
21375,"426 ELLSWORTH AV",186300
21376,"420 ELLSWORTH AV",2e+05
21377,"35 ANITA ST",183200
21378,"55 ANITA ST",206800
21379,"69 ANITA ST",260200
21380,"83 ANITA ST",201500
21381,"95 ANITA ST",201600
21382,"105 ANITA ST",230700
21383,"119 ANITA ST",182800
21384,"131 ANITA ST",171500
21385,"145 ANITA ST",176800
21386,"1619 ELLA T GRASSO BLVD",178300
21387,"1625 ELLA T GRASSO BLVD",191400
21388,"1631 ELLA T GRASSO BLVD",215700
21389,"1637 ELLA T GRASSO BLVD",201600
21390,"1643 ELLA T GRASSO BLVD",315700
21391,"1647 ELLA T GRASSO BLVD",180900
21392,"1655 ELLA T GRASSO BLVD",179800
21393,"1661 ELLA T GRASSO BLVD",178100
21394,"1665 ELLA T GRASSO BLVD",186400
21395,"1673 ELLA T GRASSO BLVD",191700
21396,"1679 ELLA T GRASSO BLVD",194500
21397,"1687 ELLA T GRASSO BLVD",136800
21398,"1695 ELLA T GRASSO BLVD",239000
21399,"200 GLEN RD",200300
21400,"170 BELLEVUE RD",205600
21401,"156 BELLEVUE RD",167600
21402,"140 BELLEVUE RD",156000
21403,"130 BELLEVUE RD",161600
21404,"120 BELLEVUE RD",179700
21405,"110 BELLEVUE RD",188100
21406,"100 BELLEVUE RD",195200
21407,"86 BELLEVUE RD",180300
21408,"74 BELLEVUE RD",152700
21409,"60 BELLEVUE RD",154800
21410,"50 BELLEVUE RD",163900
21411,"40 BELLEVUE RD",228200
21412,"30 BELLEVUE RD",158700
21413,"20 BELLEVUE RD",132600
21414,"10 BELLEVUE RD",150700
21415,"7 BELLEVUE RD",162100
21416,"21 BELLEVUE RD",192000
21417,"35 BELLEVUE RD",174000
21418,"47 BELLEVUE RD",278200
21419,"59 BELLEVUE RD",168100
21420,"75 BELLEVUE RD",170700
21421,"85 BELLEVUE RD",181200
21422,"95 BELLEVUE RD",160500
21423,"105 BELLEVUE RD",213000
21424,"121 BELLEVUE RD",211400
21425,"135 BELLEVUE RD",202300
21426,"143 BELLEVUE RD",241200
21427,"155 BELLEVUE RD",202900
21428,"165 BELLEVUE RD",185000
21429,"84 COLONY RD",176300
21430,"78 COLONY RD",193600
21431,"72 COLONY RD",199400
21432,"66 COLONY RD",206000
21433,"60 COLONY RD",309000
21434,"52 COLONY RD",207900
21435,"46 COLONY RD",200600
21436,"40 COLONY RD",164900
21437,"34 COLONY RD",196000
21438,"24 COLONY RD",181500
21439,"20 COLONY RD",190800
21440,"16 COLONY RD",284100
21441,"4 COLONY RD",292900
21442,"5 COLONY RD",194800
21443,"11 COLONY RD",195400
21444,"19 COLONY RD",218800
21445,"25 COLONY RD",227900
21446,"35 COLONY RD",193300
21447,"39 COLONY RD",249100
21448,"480 ELLSWORTH AV",297600
21449,"470 ELLSWORTH AV",368000
21450,"460 ELLSWORTH AV",267500
21451,"456 ELLSWORTH AV",231000
21452,"450 ELLSWORTH AV",204200
21453,"444 ELLSWORTH AV",278400
21454,"51 COLONY RD",158100
21455,"59 COLONY RD",196200
21456,"65 COLONY RD",208000
21457,"69 COLONY RD",292200
21458,"79 COLONY RD",348600
21459,"85 COLONY RD",206800
21460,"516 ELLSWORTH AV",247300
21461,"510 ELLSWORTH AV",307200
21462,"500 ELLSWORTH AV",289800
21463,"494 ELLSWORTH AV",286700
21464,"488 ELLSWORTH AV",313600
21465,NA,NA
21466,"1721 ELLA T GRASSO BLVD",190700
21467,"1729 ELLA T GRASSO BLVD",203700
21468,"1735 ELLA T GRASSO BLVD",135000
21469,"1745 ELLA T GRASSO BLVD",216300
21470,"150 DYER ST",254000
21471,"240 BELLEVUE RD",189500
21472,"226 BELLEVUE RD",195100
21473,"210 BELLEVUE RD",204200
21474,"194 BELLEVUE RD",306200
21475,"195 BELLEVUE RD",265700
21476,"205 BELLEVUE RD",135300
21477,"215 BELLEVUE RD",224200
21478,"225 BELLEVUE RD",211800
21479,"235 BELLEVUE RD",144900
21480,"245 BELLEVUE RD",154600
21481,"134 DYER ST",220600
21482,"130 COLONY RD",282300
21483,"120 COLONY RD",290000
21484,"114 COLONY RD",229200
21485,"108 COLONY RD",245800
21486,"100 COLONY RD",246500
21487,"96 COLONY RD",224000
21488,"145 GLEN RD",291300
21489,"101 COLONY RD",281600
21490,"109 COLONY RD",255600
21491,"115 COLONY RD",243000
21492,"123 COLONY RD",199000
21493,"131 COLONY RD",318700
21494,"558 ELLSWORTH AV",317900
21495,"550 ELLSWORTH AV",195800
21496,"544 ELLSWORTH AV",305200
21497,"536 ELLSWORTH AV",293100
21498,"530 ELLSWORTH AV",294500
21499,"526 ELLSWORTH AV",284800
21500,"475 ELLSWORTH AV",569300
21501,"426 NORTON PKWY",167600
21502,"420 NORTON PKWY",210000
21503,"416 NORTON PKWY",187800
21504,"412 NORTON PKWY",164400
21505,"408 NORTON PKWY",190100
21506,"400 NORTON PKWY",227100
21507,"396 NORTON PKWY",245000
21508,"390 NORTON PKWY",102500
21509,"99 GOFFE TER",195400
21510,"445 ELLSWORTH AV",260400
21511,"453 ELLSWORTH AV",449200
21512,"459 ELLSWORTH AV",338500
21513,"467 ELLSWORTH AV",274400
21514,"425 NORTON PKWY",232600
21515,"628 WINTHROP AV",210500
21516,"620 WINTHROP AV",150200
21517,"616 WINTHROP AV",199700
21518,"608 WINTHROP AV",143800
21519,"604 WINTHROP AV",167600
21520,"600 WINTHROP AV",176400
21521,"596 WINTHROP AV",126300
21522,"590 WINTHROP AV",167300
21523,"389 NORTON PKWY",255100
21524,"395 NORTON PKWY",277700
21525,"399 NORTON PKWY",243000
21526,"405 NORTON PKWY",231600
21527,"409 NORTON PKWY",184100
21528,"419 NORTON PKWY",215500
21529,"MORELAND RD",1400
21530,"629 WINTHROP AV",145300
21531,"42 CRESCENT ST",166300
21532,"36 CRESCENT ST",125100
21533,"30 CRESCENT ST",158500
21534,"26 CRESCENT ST",153400
21535,"20 CRESCENT ST",153500
21536,"16 CRESCENT ST",138200
21537,"10 CRESCENT ST",213400
21538,"2 CRESCENT ST",131700
21539,"15 GOFFE TER",195300
21540,"591 WINTHROP AV",174900
21541,"603 WINTHROP AV",221600
21542,"607 WINTHROP AV",140400
21543,"615 WINTHROP AV",162300
21544,"619 WINTHROP AV",135200
21545,"625 WINTHROP AV",133900
21546,"517 ELLSWORTH AV",279000
21547,"90 GLEN RD",159400
21548,"464 NORTON PKWY",322500
21549,"458 NORTON PKWY",179600
21550,"450 NORTON PKWY",212900
21551,"446 NORTON PKWY",209000
21552,"440 NORTON PKWY",197600
21553,"432 NORTON PKWY",171800
21554,"495 ELLSWORTH AV",276900
21555,"505 ELLSWORTH AV",289400
21556,NA,NA
21557,"511 ELLSWORTH AV",189200
21558,"463 NORTON PKWY",153400
21559,"48 GLEN RD",163200
21560,"44 GLEN RD",150100
21561,"38 GLEN RD",141200
21562,"674 WINTHROP AV",135700
21563,"670 WINTHROP AV",134100
21564,"666 WINTHROP AV",159600
21565,"662 WINTHROP AV",183400
21566,"656 WINTHROP AV",148700
21567,"652 WINTHROP AV",199400
21568,"644 WINTHROP AV",147200
21569,"640 WINTHROP AV",221100
21570,"45 MORELAND RD",183700
21571,"429 NORTON PKWY",254900
21572,"435 NORTON PKWY",234800
21573,"443 NORTON PKWY",243000
21574,"449 NORTON PKWY",165400
21575,"451 NORTON PKWY",190900
21576,"457 NORTON PKWY",140500
21577,"10 GLEN RD",159600
21578,"667 WINTHROP AV",138300
21579,"663 WINTHROP AV",125300
21580,"659 WINTHROP AV",112800
21581,"655 WINTHROP AV",149700
21582,"649 WINTHROP AV",116200
21583,"645 WINTHROP AV",115400
21584,"19 MORELAND RD",180300
21585,"52 CRESCENT ST",136800
21586,"60 CRESCENT ST",115100
21587,"66 CRESCENT ST",115800
21588,"383 WHALLEY AV",495300
21589,"263 NORTON ST",106100
21590,"265 NORTON ST",144500
21591,"269 NORTON ST",172900
21592,"273 NORTON ST",107000
21593,"279 NORTON ST",138500
21594,"283 NORTON ST",107500
21595,"287 NORTON ST",1491400
21596,"299 NORTON ST",102000
21597,"303 NORTON ST",116000
21598,"309 NORTON ST",114000
21599,"313 NORTON ST",120100
21600,"319 NORTON ST",150900
21601,"323 NORTON ST",163900
21602,"325 NORTON ST",141300
21603,"329 NORTON ST",142700
21604,"335 NORTON ST",118800
21605,"341 NORTON ST",136900
21606,"345 NORTON ST",110100
21607,"349 NORTON ST",80900
21608,"353 NORTON ST",86100
21609,"355 NORTON ST",126600
21610,"359 NORTON ST",103900
21611,"363 NORTON ST",119400
21612,"367 NORTON ST",93300
21613,"371 NORTON ST",103600
21614,"375 NORTON ST",133600
21615,"379 NORTON ST",122800
21616,"383 NORTON ST",131100
21617,"60 GOFFE TER",141400
21618,"56 GOFFE TER",135400
21619,"52 GOFFE TER",123500
21620,"46 GOFFE TER",105100
21621,"578 WINTHROP AV",105700
21622,"576 WINTHROP AV",128800
21623,"574 WINTHROP AV",72500
21624,"572 WINTHROP AV",76700
21625,"570 WINTHROP AV",91500
21626,"566 WINTHROP AV",99800
21627,"562 WINTHROP AV",107000
21628,"560 WINTHROP AV",83800
21629,"558 WINTHROP AV",99900
21630,"556 WINTHROP AV",103500
21631,"554 WINTHROP AV",60600
21632,"552 WINTHROP AV",89000
21633,"548 WINTHROP AV",103700
21634,"530 WINTHROP AV",165300
21635,"526 WINTHROP AV",147000
21636,"522 WINTHROP AV",118100
21637,"520 WINTHROP AV",107700
21638,"514 WINTHROP AV",139700
21639,"510 WINTHROP AV",90300
21640,"WINTHROP AV",18600
21641,"504 WINTHROP AV",133100
21642,"500 WINTHROP AV",123600
21643,"498 WINTHROP AV",139200
21644,"494 WINTHROP AV",179500
21645,"480 WINTHROP AV",108900
21646,"478 WINTHROP AV",143400
21647,"476 WINTHROP AV",124000
21648,"474 WINTHROP AV",78400
21649,"472 WINTHROP AV",104200
21650,NA,NA
21651,"355 WHALLEY AV",201500
21652,"357 WHALLEY AV",331500
21653,"365 WHALLEY AV",761000
21654,"379 WHALLEY AV",659000
21655,"347 WHALLEY AV",325200
21656,NA,NA
21657,"469 WINTHROP AV",126700
21658,"473 WINTHROP AV",84900
21659,"475 WINTHROP AV",112100
21660,"479 WINTHROP AV",127900
21661,"483 WINTHROP AV",119600
21662,"493 WINTHROP AV",78900
21663,"495 WINTHROP AV",105200
21664,"497 WINTHROP AV",92400
21665,"499 WINTHROP AV",102100
21666,"509 WINTHROP AV",95700
21667,"511 WINTHROP AV",94800
21668,"513 WINTHROP AV",101100
21669,"515 WINTHROP AV",90500
21670,"62 CARMEL ST",143200
21671,"58 CARMEL ST",116600
21672,"54 CARMEL ST",108000
21673,"50 CARMEL ST",128000
21674,"46 CARMEL ST",117300
21675,"42 CARMEL ST",117800
21676,"38 CARMEL ST",120300
21677,"34 CARMEL ST",117900
21678,"32 CARMEL ST",109700
21679,"26 CARMEL ST",109200
21680,"22 CARMEL ST",116100
21681,"20 CARMEL ST",16600
21682,"323 WHALLEY AV",575000
21683,"327 WHALLEY AV",48400
21684,"335 WHALLEY AV",171600
21685,"339 WHALLEY AV",183700
21686,"345 WHALLEY AV",178100
21687,"311 WHALLEY AV",452900
21688,"9 CARMEL ST",126400
21689,"15 CARMEL ST",135000
21690,"19 CARMEL ST",59000
21691,"23 CARMEL ST",95200
21692,"25 CARMEL ST",16200
21693,"31 CARMEL ST",94200
21694,"33 CARMEL ST",104500
21695,"35 CARMEL ST",106500
21696,"47 CARMEL ST",91500
21697,"49 CARMEL ST",96200
21698,"51 CARMEL ST",116700
21699,"53 CARMEL ST",117400
21700,"55 CARMEL ST",115100
21701,"57 CARMEL ST",97200
21702,"61 CARMEL ST",92100
21703,"354 SHERMAN AV",117700
21704,"350 SHERMAN AV",179500
21705,"346 SHERMAN AV",148800
21706,"342 SHERMAN AV",131200
21707,"338 SHERMAN AV",129700
21708,"334 SHERMAN AV",163100
21709,"330 SHERMAN AV",174500
21710,"326 SHERMAN AV",120900
21711,"322 SHERMAN AV",131800
21712,"320 SHERMAN AV",44500
21713,"299 WHALLEY AV",945500
21714,"305 WHALLEY AV",75700
21715,"523 WINTHROP AV",93800
21716,"525 WINTHROP AV",87200
21717,"527 WINTHROP AV",119000
21718,"529 WINTHROP AV",70000
21719,"551 WINTHROP AV",123700
21720,"553 WINTHROP AV",97100
21721,"555 WINTHROP AV",98800
21722,"557 WINTHROP AV",86700
21723,"559 WINTHROP AV",70600
21724,"561 WINTHROP AV",95200
21725,"563 WINTHROP AV",64900
21726,"565 WINTHROP AV",77400
21727,"567 WINTHROP AV",71300
21728,"569 WINTHROP AV",69700
21729,"571 WINTHROP AV",93600
21730,"573 WINTHROP AV",131200
21731,"575 WINTHROP AV",89100
21732,"577 WINTHROP AV",100900
21733,"126 CARMEL ST",88900
21734,"124 CARMEL ST",63200
21735,"120 CARMEL ST",75600
21736,"118 CARMEL ST",71100
21737,"116 CARMEL ST",30000
21738,"112 CARMEL ST",81900
21739,"106 CARMEL ST",118500
21740,"102 CARMEL ST",154700
21741,"98 CARMEL ST",116700
21742,"96 CARMEL ST",80800
21743,"92 CARMEL ST",90700
21744,"88 CARMEL ST",107000
21745,"84 CARMEL ST",82000
21746,"80 CARMEL ST",86600
21747,"76 CARMEL ST",95000
21748,"72 CARMEL ST",117500
21749,"66 CARMEL ST",94400
21750,"37 PERCIVAL ST",80400
21751,"63 CARMEL ST",81600
21752,"65 CARMEL ST",87800
21753,"67 CARMEL ST",77500
21754,"69 CARMEL ST",86200
21755,"77 CARMEL ST",128700
21756,"81 CARMEL ST",101500
21757,"85 CARMEL ST",123400
21758,"91 CARMEL ST",81800
21759,"97 CARMEL ST",121900
21760,"99 CARMEL ST",108800
21761,"105 CARMEL ST",154600
21762,"107 CARMEL ST",154600
21763,"111 CARMEL ST",50000
21764,"115 CARMEL ST",126800
21765,"119 CARMEL ST",113600
21766,"123 CARMEL ST",294700
21767,"350 GOFFE ST",65500
21768,"402 SHERMAN AV",296900
21769,"394 SHERMAN AV",145100
21770,"390 SHERMAN AV",141100
21771,"384 SHERMAN AV",138800
21772,"380 SHERMAN AV",158600
21773,"376 SHERMAN AV",133900
21774,"372 SHERMAN AV",134100
21775,"368 SHERMAN AV",134900
21776,"364 SHERMAN AV",188600
21777,"360 SHERMAN AV",148200
21778,"423 WHALLEY AV",569600
21779,"323 ELLSWORTH AV",154700
21780,"329 ELLSWORTH AV",156100
21781,"333 ELLSWORTH AV",162800
21782,"339 ELLSWORTH AV",140500
21783,"341 ELLSWORTH AV",132100
21784,"345 ELLSWORTH AV",137400
21785,"351 ELLSWORTH AV",442700
21786,"357 ELLSWORTH AV",168100
21787,"363 ELLSWORTH AV",152100
21788,"367 ELLSWORTH AV",165700
21789,"371 ELLSWORTH AV",171300
21790,"377 ELLSWORTH AV",191800
21791,"381 ELLSWORTH AV",164800
21792,"387 ELLSWORTH AV",196000
21793,"391 ELLSWORTH AV",195400
21794,"395 ELLSWORTH AV",141500
21795,"399 ELLSWORTH AV",155900
21796,"405 ELLSWORTH AV",179700
21797,"409 ELLSWORTH AV",171400
21798,"411 ELLSWORTH AV",134400
21799,"415 ELLSWORTH AV",115000
21800,"423 ELLSWORTH AV",131300
21801,"425 ELLSWORTH AV",158000
21802,"429 ELLSWORTH AV",312000
21803,"433 ELLSWORTH AV",160000
21804,"439 ELLSWORTH AV",174800
21805,"106 GOFFE TER",132600
21806,"104 GOFFE TER",4400
21807,"102 GOFFE TER",156300
21808,"96 GOFFE TER",155500
21809,"384 NORTON ST",153400
21810,"380 NORTON ST",158200
21811,"376 NORTON ST",157200
21812,"372 NORTON ST",151300
21813,"368 NORTON ST",184000
21814,"354 NORTON ST",162600
21815,"350 NORTON ST",163500
21816,"346 NORTON ST",202900
21817,"344 NORTON ST",147700
21818,"342 NORTON ST",172600
21819,"340 NORTON ST",359700
21820,"336 NORTON ST",171200
21821,"332 NORTON ST",174700
21822,"330 NORTON ST",145200
21823,"318 NORTON ST",195100
21824,"314 NORTON ST",184200
21825,"308 NORTON ST",222500
21826,"298 NORTON ST",211700
21827,"294 NORTON ST",184500
21828,"292 NORTON ST",1432500
21829,"286 NORTON ST",201000
21830,"280 NORTON ST",129600
21831,"395 WHALLEY AV",760100
21832,"399 WHALLEY AV",538300
21833,"413 WHALLEY AV",3150000
21834,"1495 ELLA T GRASSO BLVD",1676700
21835,NA,NA
21836,NA,NA
21837,"1509 ELLA T GRASSO BLVD",44600
21838,"1519 ELLA T GRASSO BLVD",193800
21839,"1525 ELLA T GRASSO BLVD",212300
21840,"1529 ELLA T GRASSO BLVD",167700
21841,"1535 ELLA T GRASSO BLVD",201800
21842,"1541 ELLA T GRASSO BLVD",168700
21843,"1551 ELLA T GRASSO BLVD",225500
21844,"1555 ELLA T GRASSO BLVD",207400
21845,"1559 ELLA T GRASSO BLVD",191100
21846,"1563 ELLA T GRASSO BLVD",208400
21847,"1569 ELLA T GRASSO BLVD",189600
21848,"136 ANITA ST",185500
21849,"118 ANITA ST",201800
21850,"92 ANITA ST",226800
21851,"80 ANITA ST",183300
21852,"70 ANITA ST",322500
21853,"50 ANITA ST",204000
21854,"40 ANITA ST",201400
21855,"36 ANITA ST",199900
21856,"410 ELLSWORTH AV",203200
21857,"406 ELLSWORTH AV",193400
21858,"400 ELLSWORTH AV",206700
21859,"396 ELLSWORTH AV",180900
21860,"390 ELLSWORTH AV",171900
21861,"384 ELLSWORTH AV",194900
21862,"378 ELLSWORTH AV",177500
21863,"372 ELLSWORTH AV",220800
21864,"368 ELLSWORTH AV",200500
21865,"364 ELLSWORTH AV",207100
21866,"358 ELLSWORTH AV",180400
21867,"354 ELLSWORTH AV",184600
21868,"435 WHALLEY AV",8443000
21869,"457 WHALLEY AV",2746000
21870,"461 WHALLEY AV",197800
21871,"473 WHALLEY AV",1371100
21872,"463 WHALLEY AV #A",82600
21873,"463 WHALLEY AV #B",85200
21874,"463 WHALLEY AV #C",56300
21875,"463 WHALLEY AV #D",63400
21876,"463 WHALLEY AV #E",63400
21877,"463 WHALLEY AV #F",56300
21878,"463 WHALLEY AV #G",63400
21879,"463 WHALLEY AV #H",56300
21880,"463 WHALLEY AV #I",85200
21881,"463 WHALLEY AV #J",82600
21882,"463 WHALLEY AV #K",82600
21883,"463 WHALLEY AV #L",85200
21884,"463 WHALLEY AV #M",58300
21885,"463 WHALLEY AV #N",56600
21886,"463 WHALLEY AV #O",58300
21887,"463 WHALLEY AV #P",56600
21888,"463 WHALLEY AV #Q",56600
21889,"463 WHALLEY AV #R",58300
21890,"463 WHALLEY AV #S",85200
21891,"463 WHALLEY AV #T",82600
21892,"465 WHALLEY AV #A",82600
21893,"465 WHALLEY AV #B",85200
21894,"465 WHALLEY AV #C",56600
21895,"465 WHALLEY AV #D",56300
21896,"465 WHALLEY AV #E",87300
21897,"465 WHALLEY AV #F",87100
21898,"465 WHALLEY AV #G",85200
21899,"465 WHALLEY AV #H",82600
21900,"465 WHALLEY AV #I",82600
21901,"465 WHALLEY AV #J",85200
21902,"465 WHALLEY AV #K",89500
21903,"465 WHALLEY AV #L",95300
21904,"465 WHALLEY AV #M",58300
21905,"465 WHALLEY AV #N",63400
21906,"465 WHALLEY AV #O",85200
21907,"465 WHALLEY AV #P",82600
21908,"467 WHALLEY AV #A",82600
21909,"467 WHALLEY AV #B",85200
21910,"467 WHALLEY AV #C",56300
21911,"467 WHALLEY AV #D",56600
21912,"467 WHALLEY AV #E",56600
21913,"467 WHALLEY AV #F",56300
21914,"467 WHALLEY AV #G",56600
21915,"467 WHALLEY AV #H",56300
21916,"467 WHALLEY AV #I",85200
21917,"467 WHALLEY AV #J",82600
21918,"467 WHALLEY AV #K",82600
21919,"467 WHALLEY AV #L",85200
21920,"467 WHALLEY AV #M",58300
21921,"467 WHALLEY AV #N",56600
21922,"467 WHALLEY AV #O",58300
21923,"467 WHALLEY AV #P",56600
21924,"467 WHALLEY AV #Q",56600
21925,"467 WHALLEY AV #R",58300
21926,"467 WHALLEY AV #S",85200
21927,"467 WHALLEY AV #T",84800
21928,"471 WHALLEY AV #A",57900
21929,"471 WHALLEY AV #B",63400
21930,"471 WHALLEY AV #C",57900
21931,"471 WHALLEY AV #D",91300
21932,"471 WHALLEY AV #E",63400
21933,"471 WHALLEY AV #F",57900
21934,"471 WHALLEY AV #G",57900
21935,"471 WHALLEY AV #H",91300
21936,"471 WHALLEY AV #I",91300
21937,"471 WHALLEY AV #J",57900
21938,"471 WHALLEY AV #K",91300
21939,"471 WHALLEY AV #L",57900
21940,"471 WHALLEY AV #M",85200
21941,"471 WHALLEY AV #N",82600
21942,"471 WHALLEY AV #O",82600
21943,"471 WHALLEY AV #P",85200
21944,"471 WHALLEY AV #Q",57900
21945,"471 WHALLEY AV #R",91300
21946,"471 WHALLEY AV #S",57900
21947,"471 WHALLEY AV #T",91300
21948,"471 WHALLEY AV #U",91300
21949,"471 WHALLEY AV #V",57900
21950,"469 WHALLEY AV #A",117000
21951,"469 WHALLEY AV #B",117000
21952,"469 WHALLEY AV #C",117000
21953,"469 WHALLEY AV #D",117000
21954,"469 WHALLEY AV #E",117000
21955,"469 WHALLEY AV #F",117000
21956,"463 WHALLEY AV #GAR7",7500
21957,"844 ELM ST",173400
21958,"840 ELM ST",185600
21959,"834 ELM ST",184100
21960,"830 ELM ST",256000
21961,"826 ELM ST",183100
21962,"820 ELM ST",75500
21963,"816 ELM ST",226409
21964,"808 ELM ST",71700
21965,"200 ELLSWORTH AV",295400
21966,"196 ELLSWORTH AV",164700
21967,"190 ELLSWORTH AV",132800
21968,"186 ELLSWORTH AV",194500
21969,"155 MAPLE ST",150000
21970,"159 MAPLE ST",167700
21971,"165 MAPLE ST",207300
21972,"169 MAPLE ST",210400
21973,"175 MAPLE ST",200200
21974,"1397 ELLA T GRASSO BLVD",191600
21975,"1401 ELLA T GRASSO BLVD",163900
21976,"796 ELM ST",196200
21977,"792 ELM ST",216800
21978,"790 ELM ST",138000
21979,"788 ELM ST",216200
21980,"786 ELM ST",175100
21981,NA,NA
21982,"784 ELM ST",186600
21983,"196 NORTON ST",184800
21984,"196 NORTON ST",59000
21985,"192 NORTON ST",106600
21986,"186 NORTON ST",169500
21987,"182 NORTON ST",209700
21988,"176 NORTON ST",163200
21989,"170 NORTON ST",187600
21990,"166 NORTON ST",173100
21991,"115 MAPLE ST",167900
21992,"117 MAPLE ST",204700
21993,"119 MAPLE ST",173100
21994,"123 MAPLE ST",158600
21995,"131 MAPLE ST",194100
21996,"133 MAPLE ST",183000
21997,"195 ELLSWORTH AV",177900
21998,"201 ELLSWORTH AV",177300
21999,"748 ELM ST",247800
22000,"746 ELM ST",209800
22001,"742 ELM ST",261200
22002,"736 ELM ST",131400
22003,"732 ELM ST",160000
22004,"726 ELM ST",192900
22005,"722 ELM ST",161500
22006,"382 WINTHROP AV",149400
22007,"380 WINTHROP AV",187800
22008,"376 WINTHROP AV",256700
22009,"374 WINTHROP AV",146700
22010,"75 MAPLE ST",250800
22011,"79 MAPLE ST",170400
22012,"165 NORTON ST",260000
22013,"167 NORTON ST",173300
22014,"171 NORTON ST",165200
22015,"177 NORTON ST",137300
22016,"179 NORTON ST",207300
22017,"1427 ELLA T GRASSO BLVD",1221700
22018,"825 ELM ST",2300000
22019,"226 ELLSWORTH AV",2660300
22020,"468 WHALLEY AV",876100
22021,NA,NA
22022,"436 WHALLEY AV",1769400
22023,"1445 ELLA T GRASSO BLVD",846700
22024,"424 WHALLEY AV",683800
22025,"416 WHALLEY AV",217900
22026,"412 WHALLEY AV",188200
22027,"408 WHALLEY AV",355400
22028,"400 WHALLEY AV",423700
22029,"396 WHALLEY AV",225300
22030,"388 WHALLEY AV",727900
22031,NA,NA
22032,"765 ELM ST",2732100
22033,"777 ELM ST",202200
22034,"781 ELM ST",203500
22035,"783 ELM ST",192000
22036,"787 ELM ST",169800
22037,"791 ELM ST",207600
22038,"799 ELM ST",186500
22039,"241 ELLSWORTH AV",235600
22040,"243 ELLSWORTH AV",124800
22041,"245 ELLSWORTH AV",182800
22042,"249 ELLSWORTH AV",187800
22043,"376 WHALLEY AV",445678
22044,NA,NA
22045,"374 WHALLEY AV",311800
22046,"372 WHALLEY AV",221300
22047,"366 WHALLEY AV",472900
22048,"352 WHALLEY AV",77500
