"pid","location","totval"
5071,"986 QUINNIPIAC AV #4",82200
5072,"986 QUINNIPIAC AV #5",84600
5073,"986 QUINNIPIAC AV #6",82200
5074,"986 QUINNIPIAC AV #7",82200
5075,"986 QUINNIPIAC AV #8",84000
5076,"986 QUINNIPIAC AV #9",82200
5077,"986 QUINNIPIAC AV #10",84000
5078,"986 QUINNIPIAC AV #11",82200
5079,"986 QUINNIPIAC AV #12",84000
5080,"986 QUINNIPIAC AV #13",105600
5081,"986 QUINNIPIAC AV #14",115900
5082,"970 QUINNIPIAC AV",49200
5083,"970 QUINNIPIAC AV #1",128300
5084,"970 QUINNIPIAC AV #2",128300
5085,"930 QUINNIPIAC AV #1",113400
5086,"930 QUINNIPIAC AV #2",117600
5087,"930 QUINNIPIAC AV #3",173400
5088,"930 QUINNIPIAC AV #4",175000
5089,"918 QUINNIPIAC AV #5",164300
5090,"918 QUINNIPIAC AV #6",164300
5091,"918 QUINNIPIAC AV #7",158800
5092,"918 QUINNIPIAC AV #8",158800
5093,"918 QUINNIPIAC AV #9",164300
5094,"918 QUINNIPIAC AV #10",164300
5095,"920 QUINNIPIAC AV #11",164300
5096,"920 QUINNIPIAC AV #12",164300
5097,"920 QUINNIPIAC AV #13",163800
5098,"920 QUINNIPIAC AV #14",158800
5099,"920 QUINNIPIAC AV #15",164300
5100,"920 QUINNIPIAC AV #16",173400
5101,"920 QUINNIPIAC AV #17",171100
5102,"920 QUINNIPIAC AV #18",179500
5103,"920 QUINNIPIAC AV #19",162500
5104,"916 QUINNIPIAC AV #20",162500
5105,"916 QUINNIPIAC AV #21",162500
5106,"916 QUINNIPIAC AV #22",162500
5107,"916 QUINNIPIAC AV #23",162500
5108,"916 QUINNIPIAC AV #24",162500
5109,"916 QUINNIPIAC AV #25",162500
5110,"916 QUINNIPIAC AV #26",162500
5111,"916 QUINNIPIAC AV #27",162500
5112,"916 QUINNIPIAC AV #28",162500
5113,"916 QUINNIPIAC AV #29",179500
5114,"916 QUINNIPIAC AV #30",179500
5115,"916 QUINNIPIAC AV #31",179500
5116,"916 QUINNIPIAC AV #32",179500
5117,"924 QUINNIPIAC AV #33",162500
5118,"924 QUINNIPIAC AV #34",168500
5119,"924 QUINNIPIAC AV #3",190400
5120,"924 QUINNIPIAC AV #36",179500
5121,"924 QUINNIPIAC AV #37",179500
5122,"924 QUINNIPIAC AV #38",179500
5123,"924 QUINNIPIAC AV #39",179500
5124,"932 QUINNIPIAC AV #46",164300
5125,"932 QUINNIPIAC AV #47",164300
5126,"932 QUINNIPIAC AV #48",158800
5127,"932 QUINNIPIAC AV #49",158800
5128,"932 QUINNIPIAC AV #50",164300
5129,"932 QUINNIPIAC AV #51",161500
5130,"926 QUINNIPIAC AV #52",158700
5131,"926 QUINNIPIAC AV #53",182300
5132,"926 QUINNIPIAC AV #54",156700
5133,"926 QUINNIPIAC AV #55",156700
5134,"926 QUINNIPIAC AV #56",179000
5135,"926 QUINNIPIAC AV #57",179000
5136,"926 QUINNIPIAC AV #58",179000
5137,"926 QUINNIPIAC AV #59",179000
5138,"926 QUINNIPIAC AV #60",179000
5139,"922 QUINNIPIAC AV #40",160300
5140,"922 QUINNIPIAC AV #41",145600
5141,"922 QUINNIPIAC AV #43",151300
5142,"922 QUINNIPIAC AV #44",163600
5143,"922 QUINNIPIAC AV #45",164700
5144,"922 QUINNIPIAC AV #42",159800
5145,"904 QUINNIPIAC AV",468300
5146,"896 QUINNIPIAC AV #1",167400
5147,"896 QUINNIPIAC AV #2",172000
5148,"896 QUINNIPIAC AV #3",174700
5149,"896 QUINNIPIAC AV #4",216300
5150,"896 QUINNIPIAC AV #5",221500
5151,"896 QUINNIPIAC AV #6",164700
5152,"896 QUINNIPIAC AV #7",167400
5153,"896 QUINNIPIAC AV #8",170200
5154,"896 QUINNIPIAC AV #9",184800
5155,"896 QUINNIPIAC AV #10",200700
5156,"896 QUINNIPIAC AV #11",184800
5157,"890 QUINNIPIAC AV",235800
5158,"882 QUINNIPIAC AV",170400
5159,"884 QUINNIPIAC AV",167700
5160,"874 QUINNIPIAC AV",210600
5161,"864 QUINNIPIAC AV",217800
5162,"858 QUINNIPIAC AV #1",197200
5163,NA,NA
5164,"858 QUINNIPIAC AV #3",201400
5165,"856 QUINNIPIAC AV 4",209100
5166,"856 QUINNIPIAC AV5",212400
5167,"856 QUINNIPIAC AV6",209100
5168,"850 QUINNIPIAC AV12",201400
5169,"850 QUINNIPIAC AV13",205000
5170,"850 QUINNIPIAC AV #14",205000
5171,"844 QUINNIPIAC AV",211200
5172,"QUINNIPIAC AV",4500
5173,"QUINNIPIAC AV",48500
5174,"160 FIRST AV",116800
5175,"24 HEMINGWAY ST",163500
5176,"144 FIRST AV",138300
5177,"138 FIRST AV",174900
5178,"943 QUINNIPIAC AV",118200
5179,"132 FIRST AV",149900
5180,"124 FIRST AV",129800
5181,"933 QUINNIPIAC AV",192500
5182,"QUINNIPIAC AV",71700
5183,"106 FIRST AV",138200
5184,"102 FIRST AV",166100
5185,"96 FIRST AV",168100
5186,"92 FIRST AV",137900
5187,"FIRST AV",38600
5188,"FIRST AV",38900
5189,"78 FIRST AV",143300
5190,"889 QUINNIPIAC AV",162200
5191,"QUINNIPIAC AV",48400
5192,"883 QUINNIPIAC AV",137100
5193,"875 QUINNIPIAC AV",140600
5194,"869 QUINNIPIAC AV",149600
5195,"1002 QUINNIPIAC AV #1002",84900
5196,"1004 QUINNIPIAC AV #1004",132800
5197,"1006 QUINNIPIAC AV #1006",147000
5198,"1008 QUINNIPIAC AV #1008",148300
5199,"1010 QUINNIPIAC AV #1010",147000
5200,"1012 QUINNIPIAC AV #1012",147000
5201,"1014 QUINNIPIAC AV #1014",147000
5202,"1016 QUINNIPIAC AV #1016",147000
5203,"1018 QUINNIPIAC AV #1018",147000
5204,"1020 QUINNIPIAC AV #1020",147000
5205,"1022 QUINNIPIAC AV #1022",147000
5206,"1024 QUINNIPIAC AV #1024",147000
5207,"1000 QUINNIPIAC AV",401600
5208,"QUINNIPIAC AV",16200
5209,"QUINNIPIAC AV",8100
5210,"QUINNIPIAC AV",23700
5211,"QUINNIPIAC AV",24300
5212,"965 QUINNIPIAC AV",291900
5213,"40 HEMINGWAY ST",216500
5214,"979 QUINNIPIAC AV",176900
5215,"985 QUINNIPIAC AV",160900
5216,"991 QUINNIPIAC AV",221700
5217,"1001 QUINNIPIAC AV",122000
5218,"1003 QUINNIPIAC AV",128700
5219,"1005 QUINNIPIAC AV",113200
5220,"1007 QUINNIPIAC AV",111900
5221,"QUINNIPIAC AV",45300
5222,"300 EASTERN ST #1A",61900
5223,"300 EASTERN ST #1B",61900
5224,"300 EASTERN ST #1C",61900
5225,"300 EASTERN ST #1D",55800
5226,"300 EASTERN ST #1E",61900
5227,"300 EASTERN ST #1F",61900
5228,"300 EASTERN ST #2A",61900
5229,"300 EASTERN ST #2B",61900
5230,"300 EASTERN ST #2C",61900
5231,"300 EASTERN ST #2D",55800
5232,"300 EASTERN ST #2E",61900
5233,"300 EASTERN ST #2F",60000
5234,"300 EASTERN ST #3A",61900
5235,"300 EASTERN ST #3B",61900
5236,"300 EASTERN ST #3C",61900
5237,"300 EASTERN ST #3D",55800
5238,"300 EASTERN ST #3E",61900
5239,"300 EASTERN ST #3F",61900
5240,"300 EASTERN ST #4A",61900
5241,"300 EASTERN ST #4B",61900
5242,"300 EASTERN ST #4C",61900
5243,"300 EASTERN ST #4D",54200
5244,"300 EASTERN ST #4E",61900
5245,"300 EASTERN ST #4F",60000
5246,"280 EASTERN ST",79400
5247,"282 EASTERN ST",82200
5248,"284 EASTERN ST",78100
5249,"286 EASTERN ST",78100
5250,"288 EASTERN ST",78100
5251,"290 EASTERN ST",78100
5252,"292 EASTERN ST",78100
5253,"294 EASTERN ST",78100
5254,"296 EASTERN ST",78100
5255,"298 EASTERN ST",78100
5256,"314 EASTERN ST",58500
5257,"316 EASTERN ST",58500
5258,"318 EASTERN ST",58500
5259,"320 EASTERN ST",58500
5260,"322 EASTERN ST",58500
5261,"324 EASTERN ST",58500
5262,"302 EASTERN ST",265300
5263,"136 HEMINGWAY ST",129200
5264,NA,NA
5265,"120 HEMINGWAY ST #A-1",76800
5266,"120 HEMINGWAY ST #A-2",76800
5267,"120 HEMINGWAY ST #B-3",80900
5268,"120 HEMINGWAY ST #B-4",80900
5269,"120 HEMINGWAY ST #C-5",80900
5270,"120 HEMINGWAY ST #C-6",80900
5271,"120 HEMINGWAY ST #D-7",76800
5272,"120 HEMINGWAY ST #D-8",76800
5273,"120 HEMINGWAY ST #D-9",76800
5274,"120 HEMINGWAY ST #D-10",76800
5275,"120 HEMINGWAY ST #E-11",83800
5276,"120 HEMINGWAY ST #E-12",83800
5277,"120 HEMINGWAY ST #E-13",76800
5278,"120 HEMINGWAY ST #E-14",83800
5279,"120 HEMINGWAY ST #E-15",80900
5280,"120 HEMINGWAY ST #E-16",80900
5281,"100 HEMINGWAY ST",679700
5282,"82 HEMINGWAY ST",184400
5283,"50 HEMINGWAY ST",170600
5284,"76 HEMINGWAY ST",162100
5285,"QUINNIPIAC AV",44400
5286,"191 OLD FOXON RD",59200
5287,"185 OLD FOXON RD",173100
5288,"167 OLD FOXON RD #A-19",145700
5289,"167 OLD FOXON RD #B-20",132500
5290,"167 OLD FOXON RD #B-21",132500
5291,"167 OLD FOXON RD #B-22",132500
5292,"167 OLD FOXON RD #A-23",145700
5293,"167 OLD FOXON RD #A-24",149900
5294,"167 OLD FOXON RD #25",136700
5295,"167 OLD FOXON RD #B-26",162900
5296,"167 OLD FOXON RD #B-27",132500
5297,"167 OLD FOXON RD #B-28",132500
5298,"167 OLD FOXON RD #A-29",145700
5299,"167 OLD FOXON RD #B-30",132500
5300,"167 OLD FOXON RD #B-31",132500
5301,"167 OLD FOXON RD #A-32",156000
5302,"167 OLD FOXON RD #A-33",149900
5303,"167 OLD FOXON RD #B-34",132500
5304,"167 OLD FOXON RD #B-35",132500
5305,"167 OLD FOXON RD #A-36",149900
5306,"167 OLD FOXON RD #A-37",145700
5307,"167 OLD FOXON RD #B-38",132500
5308,"167 OLD FOXON RD #B-39",136700
5309,"167 OLD FOXON RD #A-40",146500
5310,"167 OLD FOXON RD #A-41",145700
5311,"167 OLD FOXON RD #B-42",132500
5312,"167 OLD FOXON RD #B-43",132500
5313,"167 OLD FOXON RD #A-44",145700
5314,"167 OLD FOXON RD #A-45",149900
5315,"167 OLD FOXON RD #B-46",132500
5316,"167 OLD FOXON RD #B-47",132500
5317,"167 OLD FOXON RD #A-48",149900
5318,"167 OLD FOXON RD #A-49",149900
5319,"167 OLD FOXON RD #A-50",145700
5320,"167 OLD FOXON RD #B-51",132500
5321,"167 OLD FOXON RD #A-52",145700
5322,"FOXON BLVD",609700
5323,"471 FOXON BLVD",889800
5324,"451 FOXON BLVD",763100
5325,NA,NA
5326,NA,NA
5327,"87 FOXON ST",2166800
5328,"447 EASTERN ST",535100
5329,"437 EASTERN ST",515400
5330,"EASTERN ST",44600
5331,"425 EASTERN ST",1090100
5332,"401 EASTERN ST",152300
5333,"EASTERN ST",2200
5334,"EASTERN ST",1800
5335,"407 EASTERN ST",130300
5336,"403 EASTERN ST",125300
5337,"399 EASTERN ST",120600
5338,NA,NA
5339,"339 EASTERN ST",5650000
5340,"321 EASTERN ST",2e+07
5341,"301 EASTERN ST",1.6e+07
5342,"11 ESSEX ST",212800
5343,"17 ESSEX ST",92700
5344,"21 ESSEX ST",115700
5345,"27 ESSEX ST",108800
5346,"31 ESSEX ST",121100
5347,"ESSEX ST",68600
5348,"ESSEX ST",50500
5349,"97 ESSEX ST",41400
5350,"ESSEX ST",39200
5351,"101 ESSEX ST",42500
5352,"109 ESSEX ST",146400
5353,"1081 QUINNIPIAC AV",71300
5354,"420 EASTERN ST",4750000
5355,"394 EASTERN ST",3900
5356,"400 EASTERN ST",96600
5357,"390 EASTERN ST",288000
5358,"385 EASTERN ST",47000
5359,"1111 QUINNIPIAC AV",130700
5360,"1121 QUINNIPIAC AV",110800
5361,"1129 QUINNIPIAC AV",151600
5362,"1139 QUINNIPIAC AV",196900
5363,"1143 QUINNIPIAC AV",160700
5364,"1149 QUINNIPIAC AV",137000
5365,"1159 QUINNIPIAC AV",191300
5366,"1163 QUINNIPIAC AV",173300
5367,"1173 QUINNIPIAC AV",296400
5368,"1175 QUINNIPIAC AV",157700
5369,"1183 QUINNIPIAC AV",132500
5370,"1187 QUINNIPIAC AV",230300
5371,"15 FOXON ST",139600
5372,"21 FOXON ST",205400
5373,"29 FOXON ST",174100
5374,"31 FOXON ST",156300
5375,"35 FOXON ST",141300
5376,"41 FOXON ST",141000
5377,"45 FOXON ST",125700
5378,"47 FOXON ST",41400
5379,"114 ESSEX ST",141800
5380,"106 ESSEX ST",123300
5381,"102 ESSEX ST",130300
5382,"96 ESSEX ST",154400
5383,"90 ESSEX ST",120800
5384,"84 ESSEX ST",141300
5385,"80 ESSEX ST",128200
5386,"70 ESSEX ST",186900
5387,"1211 QUINNIPIAC AV",216500
5388,"1215 QUINNIPIAC AV",453000
5389,"355 FOXON BLVD",732300
5390,"375 FOXON BLVD",983700
5391,"399 FOXON BLVD",303500
5392,"405 FOXON BLVD",412500
5393,"70 FOXON ST",205300
5394,"60 FOXON ST",121300
5395,"FOXON ST",2800
5396,"54 FOXON ST",133400
5397,"46 FOXON ST",126400
5398,"42 FOXON ST",169000
5399,"38 FOXON ST",156300
5400,"36 FOXON ST",187000
5401,"28 FOXON ST",348400
5402,"1040 QUINNIPIAC AV",222200
5403,"QUINNIPIAC AV",8600
5404,"1172 QUINNIPIAC AV",288500
5405,"QUINNIPIAC AV",16200
5406,"1162 QUINNIPIAC AV",176000
5407,"1154 QUINNIPIAC AV",6000
5408,"1154 QUINNIPIAC AV",207000
5409,"1146 QUINNIPIAC AV",212600
5410,"1134 QUINNIPIAC AV",2494400
5411,"QUINNIPIAC AV",4200
5412,"1120 QUINNIPIAC AV",152500
5413,"1118 QUINNIPIAC AV",5300
5414,"1116 QUINNIPIAC AV",157200
5415,"QUINNIPIAC AV",97300
5416,"1096 QUINNIPIAC AV",222200
5417,"1100 QUINNIPIAC AV",343700
5418,"MIDDLETOWN AV",7500
5419,"QUINNIPIAC AV",15100
5420,"QUINNIPIAC AV",16200
5421,"QUINNIPIAC AV",55700
5422,"QUINNIPIAC AV",48600
5423,"QUINNIPIAC AV",1400
5424,"QUINNIPIAC AV",31400
5425,"QUINNIPIAC AV",16200
5426,"QUINNIPIAC AV",67600
5427,"QUINNIPIAC AV",6800
5428,"115 FOXON BLVD",14012300
5429,"125 FOXON BLVD",1524000
5430,"225 FOXON BLVD",1164200
5431,"315 FOXON BLVD",18346500
5432,"1228 QUINNIPIAC AV",1129400
5433,"1212 QUINNIPIAC AV",474300
5434,"1200 QUINNIPIAC AV",157200
5435,"1190 QUINNIPIAC AV",286700
5436,"294 FOXON BLVD",911800
5437,"270 FOXON BLVD",1900000
5438,"201 BARNES AV",169200
5439,"203 BARNES AV",160400
5440,"205 BARNES AV",138900
5441,"211 BARNES AV",47300
5442,"211 BARNES AV #1",55200
5443,"213 BARNES AV #2",55200
5444,"215 BARNES AV #3",55200
5445,"217 BARNES AV #4",59600
5446,"219 BARNES AV #5",55200
5447,"221 BARNES AV #6",55200
5448,"223 BARNES AV #7",55200
5449,"225 BARNES AV #8",55200
5450,"227 BARNES AV #9",55200
5451,"229 BARNES AV #10",55200
5452,"231 BARNES AV #11",55200
5453,"233 BARNES AV #12",55200
5454,"235 BARNES AV #13",55200
5455,"237 BARNES AV #14",55200
5456,"239 BARNES AV #15",55200
5457,"241 BARNES AV #16",55200
5458,"243 BARNES AV #17",55200
5459,"245 BARNES AV #18",55200
5460,"247 BARNES AV #19",55200
5461,"249 BARNES AV #20",55200
5462,"251 BARNES AV #21",55200
5463,"253 BARNES AV #22",55200
5464,"255 BARNES AV #23",55200
5465,"257 BARNES AV #24",64100
5466,"1268 QUINNIPIAC AV",143500
5467,"1262 QUINNIPIAC AV",152100
5468,"1260 QUINNIPIAC AV",658000
5469,"320 FOXON BLVD",509700
5470,"350 FOXON BLVD",819800
5471,"1263 QUINNIPIAC AV",69800
5472,"1267 QUINNIPIAC AV",159800
5473,"1275 QUINNIPIAC AV",1126200
5474,"1299 QUINNIPIAC AV",124100
5475,"1305 QUINNIPIAC AV",146900
5476,"1311 QUINNIPIAC AV",86200
5477,"1317 QUINNIPIAC AV",141400
5478,"1323 QUINNIPIAC AV",134000
5479,"1333 QUINNIPIAC AV",130900
5480,"1343 QUINNIPIAC AV",233400
5481,"584 EASTERN ST",127000
5482,"580 EASTERN ST",105200
5483,"574 EASTERN ST",122400
5484,"570 EASTERN ST",139500
5485,"566 EASTERN ST",141300
5486,"530 EASTERN ST",1130600
5487,"528 EASTERN ST",124800
5488,"522 EASTERN ST",124200
5489,"400 FOXON BLVD",974600
5490,"390 FOXON BLVD",1010600
5491,"1385 QUINNIPIAC AV",156300
5492,"1389 QUINNIPIAC AV",151800
5493,"1415 QUINNIPIAC AV #A",64400
5494,"1415 QUINNIPIAC AV #B",62600
5495,"1415 QUINNIPIAC AV #C",107000
5496,"1417 QUINNIPIAC AV #A",107500
5497,"1417 QUINNIPIAC AV #B",62600
5498,"1417 QUINNIPIAC AV #C",62600
5499,"1417 QUINNIPIAC AV #D",62600
5500,"1417 QUINNIPIAC AV #E",64400
5501,"1417 QUINNIPIAC AV #F",64400
5502,"1417 QUINNIPIAC AV #G",109300
5503,"1421 QUINNIPIAC AV #A",108400
5504,"1421 QUINNIPIAC AV #B",62600
5505,"1421 QUINNIPIAC AV #C",62600
5506,"1421 QUINNIPIAC AV #D",64400
5507,"1421 QUINNIPIAC AV #E",62600
5508,"1421 QUINNIPIAC AV #F",64400
5509,"1421 QUINNIPIAC AV #G",108400
5510,"1423 QUINNIPIAC AV #101",66400
5511,"1423 QUINNIPIAC AV #102",68700
5512,"1423 QUINNIPIAC AV #103",72700
5513,"1423 QUINNIPIAC AV #104",66400
5514,"1423 QUINNIPIAC AV #105",72700
5515,"1423 QUINNIPIAC AV #106",68700
5516,"1423 QUINNIPIAC AV #107",66400
5517,"1423 QUINNIPIAC AV #108",77000
5518,"1423 QUINNIPIAC AV #109",68700
5519,"1423 QUINNIPIAC AV #110",66400
5520,"1423 QUINNIPIAC AV #111",68700
5521,"1423 QUINNIPIAC AV #112",68700
5522,"1423 QUINNIPIAC AV #113",77300
5523,"1423 QUINNIPIAC AV #114",79200
5524,"1423 QUINNIPIAC AV #115",68700
5525,"1423 QUINNIPIAC AV #116",66400
5526,"1423 QUINNIPIAC AV #117",79200
5527,"1423 QUINNIPIAC AV #118",72700
5528,"1423 QUINNIPIAC AV #201",85200
5529,"1423 QUINNIPIAC AV #202",90700
5530,"1423 QUINNIPIAC AV #203",81200
5531,"1423 QUINNIPIAC AV #204",81200
5532,"1423 QUINNIPIAC AV #205",81200
5533,"1423 QUINNIPIAC AV #206",81200
5534,"1423 QUINNIPIAC AV #207",81200
5535,"1423 QUINNIPIAC AV #208",81200
5536,"1423 QUINNIPIAC AV #209",81200
5537,"1423 QUINNIPIAC AV #210",81200
5538,"1423 QUINNIPIAC AV #211",81200
5539,"1423 QUINNIPIAC AV #212",81200
5540,"1423 QUINNIPIAC AV #301",81200
5541,"1423 QUINNIPIAC AV #302",81200
5542,"1423 QUINNIPIAC AV #303",81200
5543,"1423 QUINNIPIAC AV #304",81200
5544,"1423 QUINNIPIAC AV #305",81200
5545,"1423 QUINNIPIAC AV #306",90700
5546,"1423 QUINNIPIAC AV #307",81200
5547,"1423 QUINNIPIAC AV #308",81200
5548,"1423 QUINNIPIAC AV #401",90700
5549,"1423 QUINNIPIAC AV #402",81200
5550,"1423 QUINNIPIAC AV #403",81200
5551,"1423 QUINNIPIAC AV #404",81200
5552,"1423 QUINNIPIAC AV #405",84000
5553,"1423 QUINNIPIAC AV #406",81200
5554,"1423 QUINNIPIAC AV #407",76300
5555,"1423 QUINNIPIAC AV #408",90700
5556,"1423 QUINNIPIAC AV #501",77300
5557,"1423 QUINNIPIAC AV #502",69100
5558,"1423 QUINNIPIAC AV #503",69100
5559,"1423 QUINNIPIAC AV #504",76900
5560,"1423 QUINNIPIAC AV #505",69100
5561,"1423 QUINNIPIAC AV #506",69100
5562,"1423 QUINNIPIAC AV 507",68600
5563,"1423 QUINNIPIAC AV #508",69100
5564,"1423 QUINNIPIAC AV #509",69100
5565,"1423 QUINNIPIAC AV #510",66400
5566,"1423 QUINNIPIAC AV #511",69100
5567,"1423 QUINNIPIAC AV #512",69100
5568,"1423 QUINNIPIAC AV #513",79500
5569,"1423 QUINNIPIAC AV #514",69100
5570,"1423 QUINNIPIAC AV #515",69100
5571,"1423 QUINNIPIAC AV #516",68600
5572,"1423 QUINNIPIAC AV #517",69100
5573,"1423 QUINNIPIAC AV #518",69100
5574,"1423 QUINNIPIAC AV #601",76900
5575,"1423 QUINNIPIAC AV #602",69100
5576,"1423 QUINNIPIAC AV #603",69100
5577,"1423 QUINNIPIAC AV #604",76900
5578,"1423 QUINNIPIAC AV #605",69100
5579,"1423 QUINNIPIAC AV #606",66900
5580,"1423 QUINNIPIAC AV #607",66400
5581,"1423 QUINNIPIAC AV #608",69100
5582,"1423 QUINNIPIAC AV #609",69100
5583,"1423 QUINNIPIAC AV #610",76900
5584,"1423 QUINNIPIAC AV #611",69100
5585,"1423 QUINNIPIAC AV #612",79800
5586,"1423 QUINNIPIAC AV #613",66400
5587,"1423 QUINNIPIAC AV #614",69100
5588,"1423 QUINNIPIAC AV #615",69100
5589,"1423 QUINNIPIAC AV #701",76900
5590,"1423 QUINNIPIAC AV #702",75600
5591,"1423 QUINNIPIAC AV #703",69100
5592,"1423 QUINNIPIAC AV #704",76900
5593,"1423 QUINNIPIAC AV #705",69100
5594,"1423 QUINNIPIAC AV #706",69100
5595,"1423 QUINNIPIAC AV #707",76900
5596,"1423 QUINNIPIAC AV #708",69100
5597,"1423 QUINNIPIAC AV #709",69100
5598,"1423 QUINNIPIAC AV #710",76900
5599,"1423 QUINNIPIAC AV #711",79800
5600,"1423 QUINNIPIAC AV #712",79800
5601,"541 EASTERN ST",3219200
5602,"1423 QUINNIPIAC AV #801",76900
5603,"1423 QUINNIPIAC AV #802",69100
5604,"1423 QUINNIPIAC AV #803",69100
5605,"1423 QUINNIPIAC AV #804",76900
5606,"1423 QUINNIPIAC AV #805",69100
5607,"1423 QUINNIPIAC AV #806",79800
5608,"1423 QUINNIPIAC AV #807",76900
5609,"1423 QUINNIPIAC AV #808",78000
5610,"1423 QUINNIPIAC AV #809",69100
5611,"1423 QUINNIPIAC AV #810",66400
5612,"1423 QUINNIPIAC AV #811",69100
5613,"1423 QUINNIPIAC AV #812",69100
5614,"1423 QUINNIPIAC AV #813",66400
5615,"1423 QUINNIPIAC AV #814",79800
5616,"1423 QUINNIPIAC AV #815",69100
5617,"1423 QUINNIPIAC AV #901",85800
5618,"1423 QUINNIPIAC AV #902",81200
5619,"1423 QUINNIPIAC AV #903",81200
5620,"1423 QUINNIPIAC AV #904",81200
5621,"1423 QUINNIPIAC AV #905",81200
5622,"1423 QUINNIPIAC AV #906",81200
5623,"1381 QUINNIPIAC AV",852900
5624,"DELL DR",3700
5625,"466 FOXON BLVD",6808000
5626,"120 DELL DR",189900
5627,"1363 QUINNIPIAC AV",1022900
5628,"100 DELL DR",148800
5629,"102 DANIEL DR",157900
5630,"92 DANIEL DR",120700
5631,"84 DANIEL DR",138200
5632,"78 DANIEL DR",134900
5633,"72 DANIEL DR",136100
5634,"64 DANIEL DR",136100
5635,"40 DANIEL DR",145000
5636,"30 DANIEL DR",182300
5637,"20 DANIEL DR",136600
5638,"12 DANIEL DR",162700
5639,"30 DELL DR",142800
5640,"20 DELL DR",155800
5641,"500 FOXON BLVD",775600
5642,"510 FOXON BLVD",488300
5643,"490 FOXON BLVD",584200
5644,NA,NA
5645,"86 DELL DR",127500
5646,"78 DELL DR",145200
5647,"70 DELL DR",142500
5648,"62 DELL DR",174900
5649,"54 DELL DR",131200
5650,"46 DELL DR",132100
5651,"19 DANIEL DR",152600
5652,"31 DANIEL DR",124900
5653,"37 DANIEL DR",137100
5654,"47 DANIEL DR",138800
5655,"55 DANIEL DR",137300
5656,"63 DANIEL DR",148200
5657,"77 DANIEL DR",134900
5658,"89 DANIEL DR",167700
5659,"511 FOXON BLVD",246500
5660,"1439 QUINNIPIAC AV",142800
5661,"1419 QUINNIPIAC AV",138800
5662,"1445 QUINNIPIAC AV",165000
5663,"1451 QUINNIPIAC AV",139000
5664,"1453 QUINNIPIAC AV",147900
5665,"1455 QUINNIPIAC AV",150700
5666,"1457 QUINNIPIAC AV",159800
5667,"1459 QUINNIPIAC AV",153100
5668,"1461 QUINNIPIAC AV",186700
5669,"1481 QUINNIPIAC AV",26183300
5670,"QUINNIPIAC AV",361800
5671,"QUINNIPIAC AV",150800
5672,NA,NA
5673,"1425 QUINNIPIAC AV #201",58900
5674,"1425 QUINNIPIAC AV #202",67300
5675,"1425 QUINNIPIAC AV #203",67300
5676,"1425 QUINNIPIAC AV #204",58900
5677,"1425 QUINNIPIAC AV #205",67300
5678,"1425 QUINNIPIAC AV #206",67300
5679,"1425 QUINNIPIAC AV #207",58900
5680,"1425 QUINNIPIAC AV #208",67300
5681,"1425 QUINNIPIAC AV #209",67300
5682,"1425 QUINNIPIAC AV #210",58900
5683,"1425 QUINNIPIAC AV #211",67300
5684,"1425 QUINNIPIAC AV #212",67300
5685,"1425 QUINNIPIAC AV #301",58900
5686,"1425 QUINNIPIAC AV #302",67300
5687,"1425 QUINNIPIAC AV #303",67300
5688,"1425 QUINNIPIAC AV #304",58900
5689,"1425 QUINNIPIAC AV #305",67300
5690,"1425 QUINNIPIAC AV #306",67300
5691,"1425 QUINNIPIAC AV #307",58900
5692,"1425 QUINNIPIAC AV #308",67300
5693,"1425 QUINNIPIAC AV #309",67300
5694,"1425 QUINNIPIAC AV #310",58900
5695,"1425 QUINNIPIAC AV #311",67300
5696,"1425 QUINNIPIAC AV #312",67300
5697,"1425 QUINNIPIAC AV #0101",58900
5698,"1425 QUINNIPIAC AV #0102",67300
5699,"1425 QUINNIPIAC AV #0103",67300
5700,"1425 QUINNIPIAC AV #0104",58900
5701,"1425 QUINNIPIAC AV #0105",67300
5702,"1425 QUINNIPIAC AV #0106",67300
5703,"1425 QUINNIPIAC AV #0107",58900
5704,"1425 QUINNIPIAC AV #0108",67300
5705,"1425 QUINNIPIAC AV #0109",67300
5706,"1425 QUINNIPIAC AV #0110",58900
5707,"1425 QUINNIPIAC AV #0111",67300
5708,"1425 QUINNIPIAC AV #0112",67300
5709,"1425 QUINNIPIAC AV #0113",58900
5710,"1425 QUINNIPIAC AV #0114",67300
5711,"1425 QUINNIPIAC AV #0115",67300
5712,"1350 QUINNIPIAC AV",217700
5713,"1342 QUINNIPIAC AV",149000
5714,"1336 QUINNIPIAC AV",179000
5715,"1332 QUINNIPIAC AV",195400
5716,"1324 QUINNIPIAC AV",103900
5717,"1320 QUINNIPIAC AV",137200
5718,"1320 QUINNIPIAC AV",180600
5719,"1 QUINNIPIAC #CT",3006600
5720,"1310 QUINNIPIAC AV",107500
5721,"1298 QUINNIPIAC AV",175500
5722,"1290 QUINNIPIAC AV",171400
5723,"BARNES AV",40100
5724,"242 BARNES AV",62400
5725,"238 BARNES AV",155300
5726,"226 BARNES AV",109200
5727,"216 BARNES AV",120800
5728,"210 BARNES AV",109600
5729,"208 BARNES AV",159900
5730,"204 BARNES AV",127200
5731,"202 BARNES AV",134100
5732,"188 BARNES AV",44000
5733,"188 BARNES AV #A",23200
5734,"188 BARNES AV #B",23200
5735,"188 BARNES AV #C",23200
