"totval","bedrooms","nineplus","finalbaths","price1","date1","price2","date2","price3","date3","price4","date4","price5","date5","yearbuilt","sqft","pctgood","style","model","grade","occupancy","actype","bathstyle","kstyle","acres","zone","neighborhood","garagesqft","latitude","longitude"
84400,3,0,1,0,"06/10/2014",0,"07/13/2012",0,"12/14/1989",NA,NA,NA,NA,1925,1316,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RM1","1600",198,41.33498291,-72.9372928466667
155600,4,0,2,0,"04/18/2006",0,"12/13/2005",0,"10/10/2001",50000,"08/15/1995",0,"08/15/1995",1900,2333,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.44,"RM1","0300",0,41.2836,-72.89622561
633000,7,0,3,0,"05/18/2007",0,"05/21/1996",0,"10/11/1995",NA,NA,NA,NA,1922,3710,68,"2 Family","Multi-Fam 2-4","Vg/Exc",2,"None","Average","Average",0.26,"RS1","1300",400,41.32749525,-72.91331063
108100,9,1,3,0,"05/31/2000",0,"01/12/2000",0,"02/03/1986",NA,NA,NA,NA,1910,3159,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.22,"RM2","1900",0,41.30246416,-72.940575
301900,4,0,3,376000,"02/04/2008",284900,"01/28/2004",0,"11/19/1996",147500,"11/07/1996",143000,"02/22/1995",1947,3185,68,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.31,"RS2","2800",754,41.32554339,-72.9771490033333
514700,3,0,2,80000,"03/01/1999",0,"03/25/1981",NA,NA,NA,NA,NA,NA,2000,1654,94,"Contemporary","Single Family","Good",1,"Central","Average","Average",0.18,"RS1","1500",0,41.33324727,-72.91844
336400,8,0,3,0,"08/07/2013",25000,"02/23/2004",0,"04/29/1981",NA,NA,NA,NA,1900,5008,63,"3 Family","Multi-Fam 2-4","Ave/Good",3,"None","Below Average","Average",0.15,"RM2","1650",0,41.31808,-72.92585
126900,2,0,1,61500,"02/28/1995",0,"12/23/1986",NA,NA,NA,NA,NA,NA,1935,1409,68,"Bungalow","Single Family","Average",1,"Central","Average","Average",0.11,"RM1","0500",180,41.30336522,-72.886032645
58300,1,0,1,65000,"10/17/2006",93900,"11/12/1987",NA,NA,NA,NA,NA,NA,1987,760,88,"Condominium","Res Condo","Average",1,"Central","Average","Average",0,"RM2","2200",0,41.318913,-72.94864
593300,4,0,2.5,0,"10/29/2012",0,"08/04/1969",NA,NA,NA,NA,NA,NA,1938,2537,55,"Colonial","Single Family","Excellent +",1,"None","Average","Average",0.34,"RS1","1500",378,41.3319023966667,-72.9155375633333
111000,9,1,3,1e+05,"08/05/1999",0,"05/25/1999",NA,NA,NA,NA,NA,NA,1900,3503,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM2","1600",0,41.3259484433333,-72.92600585
138600,3,0,2,0,"12/30/2003",0,"07/08/1969",NA,NA,NA,NA,NA,NA,1940,1174,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.22,"RM1","0600",0,41.309887185,-72.8736237933333
116600,2,0,1,0,"04/05/2012",0,"04/22/1985",NA,NA,NA,NA,NA,NA,1948,780,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.26,"RS2","0800",360,41.32437638,-72.87837
127300,6,0,3,320000,"03/22/2006",166000,"07/22/2005",0,"06/02/2005",0,"05/13/2003",0,"05/05/2003",1945,3046,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.16,"RM1","1600",600,41.33303029,-72.9322338333333
223100,6,0,3,1e+05,"07/28/2005",0,"12/15/1983",NA,NA,NA,NA,NA,NA,1900,2763,68,"3 Family","Multi-Fam 2-4","Ave/Good",3,"None","Average","Average",0.09,"RM2","1650",0,41.31515814,-72.92934134
143200,2,0,1,159000,"02/10/2004",0,"11/26/2003",0,"12/16/1994",NA,NA,NA,NA,1950,876,68,"Ranch","Single Family","Average",1,"Central","Average","Average",0.16,"RS2","0101",520,41.251366,-72.8961890066667
115600,2,0,1,0,"09/30/1991",NA,NA,NA,NA,NA,NA,NA,NA,1945,888,58,"Ranch","Single Family","Average",1,"None","Average","Average",0.15,"RS2","0101",336,41.26742,-72.892166
77100,4,0,1,40000,"01/16/2009",0,"05/31/2006",20000,"01/19/2005",0,"02/25/2004",0,"11/25/1983",1920,1135,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.1,"RM2","1900",0,41.30286,-72.93969
332500,4,0,3,0,"12/09/1998",0,"12/29/1992",235000,"07/08/1991",NA,NA,NA,NA,1948,3047,78,"Cape Cod","Single Family","Above Average",1,"Central","Average","Average",0.36,"RS2","2900",624,41.32190306,-72.9736005433333
76800,3,0,1,0,"06/26/1991",NA,NA,NA,NA,NA,NA,NA,NA,1900,1008,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM1","1600",400,41.33223267,-72.92959749
90300,4,0,2,0,"10/01/1986",NA,NA,NA,NA,NA,NA,NA,NA,1900,2145,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.15,"RM2","2000",0,41.291714,-72.93936173
136700,6,0,3,0,"05/04/2015",260000,"05/14/2007",1000,"09/22/2005",0,"07/19/2000",0,"02/10/1997",2007,2753,97,"2 Family","Multi-Fam 2-4","Average",2,"Central","Average","Average",0.27,"RM2","2000",0,41.2959881033333,-72.9308251966667
182800,2,0,1,0,"08/31/1978",NA,NA,NA,NA,NA,NA,NA,NA,1952,1696,78,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.17,"RS2","2700",228,41.331177,-72.97673152
76600,3,0,1,36000,"03/12/2014",0,"10/18/2013",0,"06/14/2007",16900,"07/22/1977",NA,NA,1900,1037,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.09,"RM1","1600",192,41.3319642366667,-72.9281581366667
116300,6,0,3,240000,"02/21/2006",115000,"01/04/2005",0,"02/29/1996",0,"02/29/1996",0,"07/17/1995",1900,2899,55,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.18,"RM2","1800",0,41.31281373,-72.93924196
119300,6,0,3.5,127100,"07/16/2002",0,"03/04/1966",NA,NA,NA,NA,NA,NA,1920,3010,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.15,"RM1","1600",0,41.334686,-72.93061948
131700,2,0,1.5,112000,"06/12/2014",0,"06/12/2014",122500,"11/01/2002",0,"06/10/1986",NA,NA,1986,1100,91,"Condominium","Res Condo","Very Good",1,"Central","Average","Average",0,"RS2","0800",0,41.331532475,-72.86360843
132800,1,0,1,0,"07/28/2004",0,NA,NA,NA,NA,NA,NA,NA,1953,988,68,"Ranch","Single Family","Average",1,"None","Average","Average",0.48,"RM1","0800",400,41.32958354,-72.87610095
166400,5,0,3,155000,"09/16/1999",88825,"12/30/1998",0,"06/25/1998",155000,"09/03/1991",NA,NA,1922,3804,55,"3 Family","Multi-Fam 2-4","Ave/Good",3,"None","Average","Average",0.18,"RM2","2200",532,41.32298,-72.94812
563400,5,0,3.5,0,"06/20/1968",NA,NA,NA,NA,NA,NA,NA,NA,1905,2364,78,"Colonial","Single Family","Very Good",1,"None","Average","Average",0.22,"RS1","1500",520,41.32958201,-72.91553253
107500,2,0,1,75800,"02/29/2012",157500,"07/02/2007",100250,"08/21/2003",0,"09/19/2002",49637,"12/23/1999",1900,1092,68,"Colonial","Single Family","Below Average",1,"None","Average","Average",0.25,"RM1","0500",360,41.302925,-72.88613265
91500,7,0,2.5,0,"09/15/1998",60000,"08/04/1998",24000,"01/22/1998",0,"09/24/1997",0,"06/28/1993",1920,2290,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.09,"RM2","1600",0,41.31809584,-72.9426615566667
197000,4,0,2,0,"04/18/2000",139000,"03/31/2000",NA,NA,NA,NA,NA,NA,1910,2078,68,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.25,"RS2","0300",130,41.28387541,-72.8939295666667
248900,6,0,3,185000,"11/05/2001",38000,"06/01/1978",NA,NA,NA,NA,NA,NA,1900,3573,68,"3 Family","Multi-Fam 2-4","Ave/Good",3,"Central","Average","Average",0.13,"RM1","2400",627,41.31883354,-72.96243247
112600,3,0,2,0,"06/15/2007",0,"08/08/2001",0,"12/23/1991",NA,NA,NA,NA,1900,1870,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM2","1600",0,41.32687211,-72.9361998833333
101400,9,1,2,0,"11/27/2013",0,"07/01/2013",0,"05/07/2010",1000,"02/07/2002",0,"07/28/1998",1900,2043,78,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.1,"RM2","2000",0,41.292786,-72.93715
92000,4,0,2,0,"11/04/2011",0,"11/06/2006",78900,"09/18/2001",0,"09/18/2001",16825,"03/27/2001",1900,1986,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.07,"RM2","0900",0,41.3156536,-72.89997278
851900,5,0,2.5,0,"03/18/2008",302500,"07/11/1991",NA,NA,NA,NA,NA,NA,1900,4184,78,"Colonial","Single Family","Excellent +",1,"None","Average","Average",0.32,"RS1","1500",0,41.33026215,-72.91729969
77900,6,0,3,57000,"03/26/2012",128000,"05/16/2003",0,"09/13/2001",28000,"06/21/2000",0,"10/15/1999",1910,2417,55,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.11,"RM1","1600",0,41.334095,-72.9283
139100,3,0,1,0,"04/20/2001",115000,"10/25/1991",NA,NA,NA,NA,NA,NA,1967,1040,76,"Ranch","Single Family","Average",1,"Central","Average","Average",0.28,"RS2","0600",0,41.304100185,-72.87643302
101600,6,0,3,0,"06/12/2007",0,"06/02/2006",0,"09/12/2002",24100,"10/27/1997",0,"01/19/1993",1900,3100,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM2","2000",0,41.29734,-72.9313356166667
100400,3,0,1.5,0,"05/18/1992",NA,NA,NA,NA,NA,NA,NA,NA,1864,1350,0,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.14,"RS2","0101",0,41.25490787,-72.8973824
152600,2,0,1,55000,"03/24/1998",0,"10/28/1992",NA,NA,NA,NA,NA,NA,1880,1568,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RM1","1000",0,41.31374319,-72.8877649033333
188300,3,0,1.5,0,"08/27/1965",NA,NA,NA,NA,NA,NA,NA,NA,1885,2249,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.3,"RS2","0700",308,41.31229304,-72.87494
142600,3,0,1.5,265000,"09/11/2006",80000,"05/13/2003",21500,"06/25/1998",0,"06/25/1998",0,"04/09/1997",1900,1054,78,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.11,"RM1","1000",216,41.312486295,-72.88824017
122000,4,0,2,0,"08/15/2006",0,NA,NA,NA,NA,NA,NA,NA,1900,2418,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.45,"RM1","2600",242,41.328735,-72.96194
665300,4,0,3.5,565000,"05/27/2014",0,"04/06/2009",0,"05/01/1968",NA,NA,NA,NA,1900,3123,90,"Colonial","Single Family","Very Good",1,"Central","Average","Average",0.15,"RS1","1300",216,41.324345,-72.914635
43100,2,0,1,88900,"05/04/1988",NA,NA,NA,NA,NA,NA,NA,NA,1942,696,70,"Condominium","Res Condo","Average",1,"None","Average","Average",0,"RM2","2200",0,41.31155005,-72.95278395
234400,4,0,2,0,"04/08/2015",141000,"10/27/1994",150000,"06/06/1986",NA,NA,NA,NA,1920,2914,68,"2 Family","Multi-Fam 2-4","Ave/Good",2,"None","Average","Average",0.22,"RM1","2400",560,41.3253,-72.9630568866667
332300,2,0,2,0,"05/24/2013",335000,"01/18/2011",0,"06/15/2007",170000,"06/15/2007",0,"01/05/2007",1890,2238,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.15,"RM2","1200",0,41.31210929,-72.91705469
309000,4,0,2.5,0,"11/12/2014",356000,"08/23/2007",0,"02/06/2007",84000,"09/22/2006",0,"08/27/1992",2007,2152,96,"Colonial","Single Family","Ave/Good",1,"Central","Average","Average",0.17,"RS2","0101",441,41.2544922,-72.8932092266667
167700,3,0,3,244000,"04/30/2007",46000,"05/27/2005",20000,"05/18/2004",20000,"09/05/2003",10001,"12/06/2001",2005,1323,95,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.1,"RM1","0900",264,41.32116,-72.901474
243800,3,0,2.5,0,"09/22/1997",0,"03/31/1977",NA,NA,NA,NA,NA,NA,1932,2045,78,"Colonial","Single Family","Good",1,"Central","Below Average","Average",0.15,"RS2","1700",400,41.32622193,-72.9444128733333
90900,5,0,3,0,"02/03/2009",260000,"10/04/2006",148000,"02/13/2004",20000,"01/02/1998",132000,"06/15/1987",1900,2390,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.09,"RM1","0900",0,41.32032,-72.89978954
95600,2,0,1.5,125000,"12/27/2007",66000,"12/22/2003",0,"07/14/2000",37500,"03/29/2000",0,"06/19/1998",1982,1044,84,"Row House","Single Family","Average",1,"None","Average","Average",0.04,"RM2","1800",0,41.313415255,-72.93779
135400,3,0,1,132500,"12/24/2009",7.99e+08,"09/11/1995",NA,NA,NA,NA,NA,NA,1861,1441,68,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.21,"RM1","2300",0,41.328693,-72.95748
188600,3,0,1.5,0,"12/29/1995",0,"12/29/1995",0,"12/04/1995",NA,NA,NA,NA,1967,1334,71,"Ranch","Single Family","Average",1,"Central","Average","Average",0.13,"RS2","2400",0,41.31603,-72.96919
258400,6,0,2,325000,"12/21/2012",3e+05,"05/17/2006",0,"01/31/2006",0,"08/23/1983",NA,NA,1900,2864,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM2","1200",0,41.31746,-72.90816
291600,6,0,3,230000,"06/25/1987",NA,NA,NA,NA,NA,NA,NA,NA,1914,3180,55,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.09,"RM2","1200",0,41.32081736,-72.90909
181900,4,0,2.5,131100,"08/15/2003",11200,"06/25/2001",0,"11/08/1990",NA,NA,NA,NA,2003,1232,93,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.22,"RM1","2600",220,41.32928,-72.9644263033333
128700,4,0,2,0,"08/20/1990",NA,NA,NA,NA,NA,NA,NA,NA,1900,3766,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM2","1900",0,41.30317481,-72.93985514
138200,3,0,1.5,133500,"10/28/2003",32000,"11/06/1967",NA,NA,NA,NA,NA,NA,1925,1440,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.14,"RS2","1700",180,41.32104621,-72.9411
98100,9,1,3,0,"02/08/2012",0,"04/28/2008",0,"02/14/2006",120000,"08/01/1988",NA,NA,1920,2993,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM1","1600",0,41.33358319,-72.92972579
102200,4,0,2,0,"01/28/2009",0,"02/20/1991",NA,NA,NA,NA,NA,NA,1875,1741,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.18,"RM1","2600",420,41.33039975,-72.965435835
85000,4,0,2.5,177000,"08/18/1988",NA,NA,NA,NA,NA,NA,NA,NA,1900,2172,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.15,"RM1","1100",462,41.30622781,-72.89326906
230900,3,0,3.5,245000,"05/25/2011",485000,"03/27/2007",475000,"08/25/2006",242500,"01/27/2004",0,"07/09/1982",1885,1893,68,"Colonial","Single Family","Above Average",1,"Central","Average","Average",0.25,"RM1","0500",0,41.307007,-72.88720847
306600,4,0,2.5,380000,"09/15/2006",183000,"07/31/1998",0,"07/06/1990",NA,NA,NA,NA,1918,2536,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.17,"RS2","2400",210,41.3218003666667,-72.9602418
98500,6,0,2.5,0,"06/13/2014",0,"10/19/2012",0,"06/29/1973",NA,NA,NA,NA,1900,2700,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM1","1600",432,41.33372187,-72.9269861166667
235400,4,0,1.5,136850,"07/18/1997",135500,"08/10/1994",NA,NA,NA,NA,NA,NA,1950,1696,68,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.17,"RS2","2400",400,41.32266615,-72.96703005
231300,3,0,2.5,128048,"12/14/1998",73500,"02/18/1998",180000,"09/03/1992",NA,NA,NA,NA,1988,2184,86,"Colonial","Single Family","Above Average",1,"Central","Average","Average",0.2,"RS2","0500",340,41.30527264,-72.88170135
82600,2,0,1.5,0,"07/12/1996",0,"10/27/1986",NA,NA,NA,NA,NA,NA,1987,1025,88,"Condominium","Res Condo","Average",1,"Central","Average","Average",0,"RM2","2200",0,41.31893,-72.94871
231900,4,0,1.5,0,"06/03/1992",NA,NA,NA,NA,NA,NA,NA,NA,1935,2046,78,"Colonial","Single Family","Good",1,"None","Average","Average",0.17,"RS2","1700",220,41.326056785,-72.9445
193500,3,0,1.5,145000,"01/14/1998",0,"07/09/1990",150000,"05/23/1989",NA,NA,NA,NA,1928,1560,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.11,"RS2","2900",357,41.32665389,-72.969332055
92600,3,0,1.5,93000,"08/28/1987",NA,NA,NA,NA,NA,NA,NA,NA,1900,1326,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM2","2000",0,41.286938,-72.93270368
110100,6,0,3,0,"06/13/2014",95000,"06/13/2014",0,"03/17/2014",66500,"03/15/2000",0,"08/05/1999",1910,3141,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.14,"RM1","1600",484,41.3333958433333,-72.93664808
309400,6,0,3,0,"03/15/1988",NA,NA,NA,NA,NA,NA,NA,NA,1900,3096,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.09,"RM2","1200",0,41.3176505,-72.9093770433333
167900,3,0,1.5,0,"11/15/2013",49000,"04/22/2013",0,"11/08/2012",0,"10/05/2006",0,"12/14/2000",1988,1352,88,"Condominium","Res Condo","Average",1,"Central","Average","Average",0,"RM1","0300",264,41.28266943,-72.89689
471500,4,0,3.5,0,"02/03/1988",NA,NA,NA,NA,NA,NA,NA,NA,1964,4011,83,"Contemporary","Single Family","Ave/Good",1,"Central","Average","Average",0.61,"RS2","2900",0,41.31987473,-72.97902091
146200,4,0,2,0,"11/30/2004",0,"12/28/1981",NA,NA,NA,NA,NA,NA,1870,2016,55,"Colonial","Single Family","Average",2,"None","Average","Average",0.13,"RM1","1000",0,41.31202362,-72.8890883933333
78100,4,0,2,0,"09/27/1994",NA,NA,NA,NA,NA,NA,NA,NA,1900,1388,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.17,"RM2","1600",361,41.32935153,-72.929596
155100,3,0,2,154000,"06/16/2004",91000,"06/23/1997",0,"07/22/1988",NA,NA,NA,NA,1965,1120,76,"Ranch","Single Family","Average",1,"Central","Average","Average",0.11,"RM1","0300",0,41.2830445033333,-72.8879727066667
116800,3,0,2,0,"12/15/1997",69000,"02/05/1985",NA,NA,NA,NA,NA,NA,1880,1580,55,"Colonial","Single Family","Average",1,"None","Average","Average",0.22,"RM1","2300",400,41.329468,-72.956604
68800,2,0,1,0,"07/26/1996",NA,NA,NA,NA,NA,NA,NA,NA,1920,1186,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.03,"RM2","0900",0,41.3120595033333,-72.90006851
148300,8,0,3,0,"10/24/2014",190000,"03/24/2014",0,"08/06/2010",115000,"07/22/2010",0,"03/11/2008",1900,3681,55,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.11,"RM2","2200",0,41.31192,-72.95186855
138200,8,0,3,125000,"11/05/2002",0,"01/08/1993",NA,NA,NA,NA,NA,NA,1915,3227,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.09,"RM1","1000",0,41.314125,-72.89006
157200,3,0,1,0,"06/07/2005",169000,"11/12/2003",45000,"01/02/2003",90000,"10/31/1995",0,"09/09/1988",1954,1347,68,"Ranch","Single Family","Average",1,"None","Average","Average",0.32,"RM1","0700",528,41.319695,-72.874756
128500,8,0,3,0,"12/04/1969",NA,NA,NA,NA,NA,NA,NA,NA,1900,3351,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.09,"RM2","1600",272,41.3271268433333,-72.92562857
145700,6,0,4,105000,"12/22/2000",0,"08/23/2000",0,"08/23/2000",0,"08/08/2000",0,"08/08/2000",1915,3145,68,"4 Family","Multi-Fam 2-4","Average",4,"None","Average","Average",0.13,"RM1","1000",400,41.314525635,-72.8941910933333
181600,3,0,1.5,0,"09/09/1968",NA,NA,NA,NA,NA,NA,NA,NA,1968,1455,86,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.27,"RS2","0600",352,41.303507225,-72.87685736
207100,3,0,3,0,"05/23/2002",0,"02/14/1980",NA,NA,NA,NA,NA,NA,1900,1744,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.18,"RM2","1650",0,41.320606,-72.9261017666667
111000,6,0,3,28000,"08/01/1979",NA,NA,NA,NA,NA,NA,NA,NA,1900,3465,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.09,"RM2","2000",0,41.290516,-72.93804508
125800,3,0,2,145000,"06/15/2012",0,"09/04/1998",0,"01/13/1984",NA,NA,NA,NA,1900,2547,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","0300",440,41.28646985,-72.8932608333333
157600,3,0,1.5,145000,"04/28/1988",NA,NA,NA,NA,NA,NA,NA,NA,1962,1006,83,"Split-Level","Single Family","Average",1,"None","Average","Average",0.18,"RS2","0800",440,41.33249256,-72.87139713
74400,3,0,1,48000,"02/15/2001",0,"12/20/2000",45000,"10/03/1994",0,"01/07/1992",NA,NA,1905,1190,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.09,"RM1","1600",0,41.33498,-72.93867206
143300,3,0,2,0,"05/31/1984",NA,NA,NA,NA,NA,NA,NA,NA,1940,1104,78,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.15,"RM1","2600",0,41.3358540166667,-72.97083368
133900,5,0,2,0,"08/15/2014",63800,"10/27/1997",60000,"02/17/1994",NA,NA,NA,NA,1890,2068,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.17,"RM1","0300",0,41.283646,-72.8965955666667
117000,2,0,2.5,0,"10/18/2013",85000,"10/18/2013",185000,"02/22/2007",55620,"10/20/1995",0,"10/27/1986",1989,1461,88,"Condominium","Res Condo","Average",1,"Central","Average","Average",0,"RM2","2200",228,41.31898045,-72.94885956
176800,5,0,3,0,"03/11/2008",0,"09/18/2007",0,"05/08/2006",309900,"12/20/2005",0,"11/07/1973",1918,3295,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.16,"RM2","2500",0,41.32890251,-72.97025979
160600,6,0,3,80000,"07/11/1997",0,"01/15/1988",NA,NA,NA,NA,NA,NA,1900,3294,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.13,"RM2","2200",306,41.321304,-72.94938158
66300,3,0,2,89900,"09/30/2003",61702,"04/22/2002",0,"11/21/1984",NA,NA,NA,NA,1900,1695,55,"2 Family","Multi-Fam 2-4","Average",1,"None","Average","Average",0.07,"RM2","1100",0,41.30802395,-72.8974547366667
56400,3,0,2.5,0,"08/20/2014",40000,"08/20/2014",0,"05/01/2014",0,"02/19/2014",55000,"01/22/2003",1900,864,55,"Cape Cod","Single Family","Below Average",1,"None","Average","Average",0.07,"RM2","1900",0,41.300644,-72.94297
136900,2,0,2,0,"03/03/2015",0,"09/23/1988",NA,NA,NA,NA,NA,NA,1915,2376,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.08,"RM1","2500",162,41.329723,-72.9747623
146200,3,0,1,220000,"07/18/2006",0,"12/07/2004",68000,"11/04/1999",0,"11/04/1999",0,"07/16/1998",1950,1188,68,"Ranch","Single Family","Average",1,"None","Average","Average",0.17,"RM1","2500",0,41.329556,-72.97522576
