"pid","location","latitude","longitude"
23163,"41 OSBORN AV",41.323036,-72.95217
23164,"49 OSBORN AV",41.32318,-72.951965
23165,"51 OSBORN AV",41.32322,-72.95191
23166,"WHALLEY AV",NA,NA
23167,"WHALLEY AV",NA,NA
23168,"73 JEWELL ST",41.32553,-72.95395
23169,"232 BLAKE ST",41.325996,-72.95274
23170,"228 BLAKE ST",41.32583,-72.95269
23171,"222 BLAKE ST",41.325577,-72.95262
23172,"212 BLAKE ST",41.325256,-72.952515
23173,"216 BLAKE ST",41.325363,-72.95255
23174,"202 BLAKE ST",41.32499,-72.95243
23175,"BLAKE ST",NA,NA
23176,"701 WHALLEY AV",41.32349,-72.955
23177,"215 BLAKE ST",41.325382,-72.952545
23178,"15 DIAMOND ST",41.325626,-72.95207
23179,"46 RUBY ST",41.325325,-72.95087
23180,"42 RUBY ST",41.325302,-72.950806
23181,"36 RUBY ST",41.325264,-72.95072
23182,"30 RUBY ST",41.32523,-72.95063
23183,"26 RUBY ST",41.325207,-72.95058
23184,"22 RUBY ST",41.325184,-72.950516
23185,"14 RUBY ST",41.325134,-72.9504
23186,"130 OSBORN AV",41.324825,-72.95023
23187,"126 OSBORN AV",41.324753,-72.95029
23188,"122 OSBORN AV",41.32468,-72.95033
23189,"114 OSBORN AV",41.324535,-72.95044
23190,"110 OSBORN AV",41.324463,-72.950485
23191,"106 OSBORN AV",41.32439,-72.95054
23192,"100 OSBORN AV",41.324284,-72.950615
23193,"86 OSBORN AV",41.324028,-72.95079
23194,"84 OSBORN AV",41.32391,-72.9509
23195,"145 BLAKE ST",41.323658,-72.951645
23196,"153 BLAKE ST",41.323883,-72.95183
23197,"163 BLAKE ST",41.324093,-72.951996
23198,"175 BLAKE ST",41.324352,-72.95217
23199,NA,NA,NA
23200,"187 BLAKE ST",41.32463,-72.95229
23201,"195 BLAKE ST",41.324913,-72.95239
23202,"199 BLAKE ST",41.32501,-72.95242
23203,"205 BLAKE ST",41.32515,-72.95247
23204,"209 BLAKE ST",41.32524,-72.9525
23205,"93 OSBORN AV",41.324104,-72.950714
23206,"99 OSBORN AV",41.32423,-72.95063
23207,"103 OSBORN AV",41.32431,-72.95058
23208,"111 OSBORN AV",41.324474,-72.95046
23209,"117 OSBORN AV",41.3246,-72.95038
23210,"123 OSBORN AV",41.324722,-72.95029
23211,"129 OSBORN AV",41.324844,-72.9502
23212,"135 OSBORN AV",41.32507,-72.95005
23213,"141 OSBORN AV",41.325203,-72.94997
23214,"145 OSBORN AV",41.325294,-72.949905
23215,"151 OSBORN AV",41.325428,-72.94982
23216,"159 OSBORN AV",41.325607,-72.9497
23217,"165 OSBORN AV",41.325798,-72.94957
23218,"175 OSBORN AV",41.32605,-72.94939
23219,"166 ROYDON RD",41.325466,-72.94861
23220,"150 ROYDON RD",41.325302,-72.94871
23221,"140 ROYDON RD",41.325195,-72.94878
23222,"130 ROYDON RD",41.325092,-72.948845
23223,"120 ROYDON RD",41.324986,-72.94891
23224,"106 ROYDON RD",41.32484,-72.949005
23225,"96 ROYDON RD",41.324738,-72.949066
23226,"86 ROYDON RD",41.32463,-72.949135
23227,"76 ROYDON RD",41.324528,-72.9492
23228,"66 ROYDON RD",41.32442,-72.949265
23229,"50 ROYDON RD",41.324253,-72.94937
23230,"40 ROYDON RD",41.32415,-72.94944
23231,"26 ROYDON RD",41.324005,-72.94953
23232,"16 ROYDON RD",41.3239,-72.9496
23233,"2 ROYDON RD",41.323753,-72.94969
23234,"5 ROYDON RD",41.323795,-72.949646
23235,"15 ROYDON RD",41.32391,-72.94958
23236,"25 ROYDON RD",41.324024,-72.9495
23237,"39 ROYDON RD",41.324184,-72.9494
23238,"51 ROYDON RD",41.32432,-72.94932
23239,"65 ROYDON RD",41.324482,-72.94921
23240,"75 ROYDON RD",41.324596,-72.94914
23241,"85 ROYDON RD",41.32471,-72.949066
23242,"95 ROYDON RD",41.324825,-72.949
23243,"105 ROYDON RD",41.32494,-72.94892
23244,"121 ROYDON RD",41.325123,-72.94881
23245,"135 ROYDON RD",41.325283,-72.94871
23246,"145 ROYDON RD",41.325397,-72.94863
23247,"155 ROYDON RD",41.325512,-72.94856
23248,"165 ROYDON RD",41.325626,-72.94849
23249,"1710 ELLA T GRASSO BLVD",41.325275,-72.94749
23250,"1700 ELLA T GRASSO BLVD",41.325085,-72.94761
23251,"1682 ELLA T GRASSO BLVD",41.324738,-72.94782
23252,"1674 ELLA T GRASSO BLVD",41.324585,-72.94792
23253,"1666 ELLA T GRASSO BLVD",41.32443,-72.94802
23254,"1654 ELLA T GRASSO BLVD",41.3242,-72.948166
23255,"1656 ELLA T GRASSO BLVD",41.324238,-72.948135
23256,"1646 ELLA T GRASSO BLVD",41.324043,-72.94826
23257,"1640 ELLA T GRASSO BLVD",41.32393,-72.94833
23258,"1634 ELLA T GRASSO BLVD",41.323814,-72.9484
23259,"1628 ELLA T GRASSO BLVD",41.3237,-72.94848
23260,"1620 ELLA T GRASSO BLVD",41.323544,-72.94857
23261,"25 DIAMOND ST",41.32574,-72.95169
23262,"31 DIAMOND ST",41.32591,-72.95157
23263,"37 DIAMOND ST",41.326077,-72.95144
23264,"40 PELHAM LA",41.325974,-72.95031
23265,"34 PELHAM LA",41.32594,-72.950226
23266,"28 PELHAM LA",41.325905,-72.95014
23267,"20 PELHAM LA",41.32586,-72.95003
23268,"16 PELHAM LA",41.325836,-72.949974
23269,"156 OSBORN AV",41.325512,-72.94978
23270,"148 OSBORN AV",41.325317,-72.949905
23271,"140 OSBORN AV",41.325123,-72.950035
23272,"15 RUBY ST",41.325153,-72.950424
23273,"21 RUBY ST",41.32519,-72.95051
23274,"25 RUBY ST",41.325214,-72.95056
23275,"33 RUBY ST",41.32526,-72.950676
23276,"55 DIAMOND ST",41.32657,-72.95109
23277,"61 DIAMOND ST",41.326683,-72.95101
23278,"67 DIAMOND ST",41.326797,-72.95093
23279,"40 WELLINGTON RD",41.326717,-72.94977
23280,"32 WELLINGTON RD",41.326675,-72.94965
23281,"26 WELLINGTON RD",41.32664,-72.94956
23282,"20 WELLINGTON RD",41.32661,-72.94948
23283,"190 OSBORN AV",41.326332,-72.949196
23284,"180 OSBORN AV",41.326077,-72.94939
23285,"170 OSBORN AV",41.325874,-72.94953
23286,"17 PELHAM LA",41.325855,-72.94999
23287,"25 PELHAM LA",41.3259,-72.950096
23288,"35 PELHAM LA",41.325954,-72.95023
23289,"39 WELLINGTON RD",41.326725,-72.94975
23290,"93 DIAMOND ST",41.327446,-72.95051
23291,"99 DIAMOND ST",41.32759,-72.95042
23292,"105 DIAMOND ST",41.327736,-72.950325
23293,"266 DYER ST",41.327717,-72.94967
23294,"260 DYER ST",41.327644,-72.94947
23295,"250 DYER ST",41.327473,-72.949036
23296,"220 OSBORN AV",41.32669,-72.94894
23297,"210 OSBORN AV",41.326626,-72.94898
23298,"200 OSBORN AV",41.32656,-72.94903
23299,"15 WELLINGTON RD",41.326595,-72.94941
23300,"23 WELLINGTON RD",41.326637,-72.949524
23301,"29 WELLINGTON RD",41.32667,-72.94961
23302,"185 OSBORN AV",41.326286,-72.94921
23303,"195 OSBORN AV",41.326527,-72.94903
23304,"205 OSBORN AV",41.32659,-72.94898
23305,"211 OSBORN AV",41.326633,-72.94896
23306,"219 OSBORN AV",41.326683,-72.94892
23307,"260 ROYDON RD",41.326557,-72.94788
23308,"236 ROYDON RD",41.326355,-72.94802
23309,"220 ROYDON RD",41.326218,-72.94811
23310,"206 ROYDON RD",41.3261,-72.9482
23311,"200 ROYDON RD",41.32605,-72.94823
23312,"195 ROYDON RD",41.32612,-72.948166
23313,"205 ROYDON RD",41.32619,-72.94811
23314,"219 ROYDON RD",41.326294,-72.948044
23315,"235 ROYDON RD",41.32641,-72.94797
23316,"245 ROYDON RD",41.32648,-72.94792
23317,"255 ROYDON RD",41.326553,-72.94787
23318,"1742 ELLA T GRASSO BLVD",41.326336,-72.94687
23319,"ELLA T GRASSO BLVD",NA,NA
23320,"1730 ELLA T GRASSO BLVD",41.326015,-72.94705
23321,"1716 ELLA T GRASSO BLVD",41.32564,-72.947266
23322,"1720 ELLA T GRASSO BLVD",41.32575,-72.947205
23323,"769 WHALLEY AV",41.324734,-72.95654
23324,"9 FITCH ST",41.325455,-72.956604
23325,"17 FITCH ST",41.325764,-72.956406
23326,"21 FITCH ST",41.325916,-72.956314
23327,"27 FITCH ST",41.326145,-72.95616
23328,"FITCH ST",NA,NA
23329,"FITCH ST",NA,NA
23330,"FITCH ST",NA,NA
23331,"JEWELL ST",NA,NA
23332,"JEWELL ST",NA,NA
23333,"JEWELL ST",NA,NA
23334,"JEWELL ST",NA,NA
23335,"FITCH ST",NA,NA
23336,"JEWELL ST",NA,NA
23337,"JEWELL ST",NA,NA
23338,"JEWELL ST",NA,NA
23339,"JEWELL ST",NA,NA
23340,"JEWELL ST",NA,NA
23341,"JEWELL ST",NA,NA
23342,"JEWELL ST",NA,NA
23343,"JEWELL ST",NA,NA
23344,"10 JEWELL ST",41.324734,-72.95592
23345,"763 WHALLEY AV",41.324608,-72.95634
23346,"95 FITCH ST",41.32699,-72.95462
23347,"103 FITCH ST",41.327045,-72.954445
23348,"105 FITCH ST",41.32706,-72.95441
23349,"109 FITCH ST",41.32709,-72.954315
23350,"119 FITCH ST",41.32717,-72.95411
23351,"127 FITCH ST",41.32724,-72.95394
23352,"280 BLAKE ST",41.32704,-72.953094
23353,"276 BLAKE ST",41.32697,-72.95306
23354,"270 BLAKE ST",41.32685,-72.95302
23355,"250 BLAKE ST",41.326466,-72.95289
23356,"ONYX ST",NA,NA
23357,"68 JEWELL ST",41.325516,-72.95401
23358,"72 JEWELL ST",41.32553,-72.95397
23359,"39 ONYX ST",41.326046,-72.95444
23360,"283 BLAKE ST",41.327175,-72.95314
23361,"151 FITCH ST",41.327538,-72.95322
23362,"66 DIAMOND ST",41.32675,-72.95098
23363,"60 DIAMOND ST",41.32661,-72.95108
23364,"54 DIAMOND ST",41.326466,-72.95117
23365,"50 DIAMOND ST",41.32631,-72.95129
23366,"44 DIAMOND ST",41.326168,-72.95139
23367,"38 DIAMOND ST",41.326027,-72.9515
23368,"28 DIAMOND ST",41.32579,-72.95167
23369,"20 DIAMOND ST",41.325657,-72.95194
23370,"14 DIAMOND ST",41.325623,-72.95214
23371,"223 BLAKE ST",41.32562,-72.952614
23372,"225 BLAKE ST",41.325657,-72.95263
23373,"233 BLAKE ST",41.32581,-72.952675
23374,"235 BLAKE ST",41.325848,-72.95268
23375,"BLAKE ST",NA,NA
23376,"237 BLAKE ST",41.325886,-72.9527
23377,"245 BLAKE ST",41.326157,-72.952774
23378,"249 BLAKE ST",41.326263,-72.952805
23379,"253 BLAKE ST",41.326374,-72.95284
23380,"257 BLAKE ST",41.32648,-72.95288
23381,"265 BLAKE ST",41.326694,-72.95295
23382,"273 BLAKE ST",41.326912,-72.953026
23383,"277 BLAKE ST",41.32702,-72.953064
23384,"163 FITCH ST",41.327747,-72.952805
23385,"171 FITCH ST",41.327892,-72.95253
23386,"310 DYER ST",41.328026,-72.950615
23387,"300 DYER ST",41.327984,-72.9505
23388,"106 DIAMOND ST",41.32765,-72.95039
23389,"94 DIAMOND ST",41.327423,-72.95054
23390,"88 DIAMOND ST",41.32731,-72.95061
23391,"82 DIAMOND ST",41.327194,-72.950676
23392,"76 DIAMOND ST",41.32699,-72.95081
23393,"70 DIAMOND ST",41.326847,-72.95091
23394,"197 FITCH ST",41.32857,-72.95156
23395,"201 FITCH ST",41.328667,-72.951515
23396,"211 FITCH ST",41.32891,-72.95139
23397,"215 FITCH ST",41.329002,-72.95133
23398,"219 FITCH ST",41.329098,-72.95127
23399,"223 FITCH ST",41.32919,-72.95121
23400,"227 FITCH ST",41.32928,-72.95115
23401,"239 FITCH ST",41.32956,-72.95096
23402,"249 FITCH ST",41.32979,-72.9508
23403,"DIAMOND ST",NA,NA
23404,"120 DIAMOND ST",41.328262,-72.95021
23405,"289 DYER ST",41.32784,-72.95002
23406,"293 DYER ST",41.327858,-72.95008
23407,"297 DYER ST",41.327877,-72.95014
23408,"303 DYER ST",41.3282,-72.95107
23409,"309 DYER ST",41.328213,-72.9511
23410,"333 BLAKE ST",41.32824,-72.954254
23411,"337 BLAKE ST",41.32831,-72.95434
23412,"311 BLAKE ST",41.32787,-72.95381
23413,"244 FITCH ST",41.33007,-72.95062
23414,"254 FITCH ST",41.33024,-72.95051
23415,"246 FITCH ST",41.330105,-72.9506
23416,"250 FITCH ST",41.33017,-72.950554
23417,"236 FITCH ST",41.329685,-72.95089
23418,"230 FITCH ST",41.32952,-72.951
23419,"224 FITCH ST",41.32936,-72.95111
23420,"220 FITCH ST",41.32925,-72.95118
23421,"216 FITCH ST",41.329144,-72.951256
23422,"210 FITCH ST",41.32898,-72.95137
23423,"202 FITCH ST",41.328754,-72.951485
23424,"192 FITCH ST",41.328342,-72.95184
23425,"176 FITCH ST",41.327946,-72.95247
23426,"174 FITCH ST",41.3279,-72.95255
23427,"172 FITCH ST",41.32785,-72.95263
23428,"170 FITCH ST",41.327805,-72.95271
23429,"168 FITCH ST",41.327763,-72.9528
23430,"166 FITCH ST",41.32772,-72.95288
23431,"164 FITCH ST",41.32768,-72.95297
23432,NA,NA,NA
23433,"295 BLAKE ST",41.3276,-72.95349
23434,NA,NA,NA
23435,NA,NA,NA
23436,"FITCH ST",NA,NA
23437,"110 ROGER WHITE DR",41.330162,-72.94692
23438,"116 ROGER WHITE DR",41.330196,-72.94676
23439,"124 ROGER WHITE DR",41.330235,-72.94655
23440,"130 ROGER WHITE DR",41.33026,-72.94639
23441,"138 ROGER WHITE DR",41.33028,-72.946175
23442,"144 ROGER WHITE DR",41.330296,-72.946014
23443,"154 ROGER WHITE DR",41.33033,-72.94557
23444,"164 ROGER WHITE DR",41.33035,-72.94533
23445,"115 DIAMOND ST",41.32829,-72.95018
23446,"82 ROGER WHITE DR",41.329723,-72.948105
23447,"72 ROGER WHITE DR",41.32948,-72.94829
23448,"64 ROGER WHITE DR",41.329285,-72.94843
23449,"56 ROGER WHITE DR",41.32903,-72.948616
23450,"46 ROGER WHITE DR",41.328827,-72.94875
23451,"38 ROGER WHITE DR",41.328667,-72.94887
23452,"30 ROGER WHITE DR",41.328506,-72.948975
23453,"22 ROGER WHITE DR",41.328255,-72.94916
23454,"14 ROGER WHITE DR",41.32805,-72.9493
23455,"4 ROGER WHITE DR",41.327793,-72.94948
23456,"5 ROGER WHITE DR",41.32784,-72.94943
23457,"40 BEAVER HILL LA",41.32807,-72.94816
23458,"30 BEAVER HILL LA",41.328022,-72.94803
23459,"22 BEAVER HILL LA",41.32798,-72.94792
23460,"16 BEAVER HILL LA",41.327953,-72.947845
23461,"40 STIMSON RD",41.327625,-72.94768
23462,"10 STIMSON RD",41.32728,-72.9479
23463,"235 DYER ST",41.32731,-72.9486
23464,"245 DYER ST",41.327454,-72.94896
23465,"15 STIMSON RD",41.327335,-72.947845
23466,"25 STIMSON RD",41.327446,-72.94778
23467,"35 STIMSON RD",41.32756,-72.94771
23468,"45 STIMSON RD",41.32767,-72.94764
23469,"55 STIMSON RD",41.32778,-72.94756
23470,"65 STIMSON RD",41.328,-72.947426
23471,"75 STIMSON RD",41.32813,-72.94735
23472,"85 STIMSON RD",41.328255,-72.947266
23473,"95 STIMSON RD",41.328384,-72.94718
23474,"105 STIMSON RD",41.3286,-72.947044
23475,"125 STIMSON RD",41.328777,-72.946915
23476,"145 STIMSON RD",41.328953,-72.94679
23477,"161 STIMSON RD",41.329094,-72.94669
23478,"175 STIMSON RD",41.32934,-72.94652
23479,"185 STIMSON RD",41.32941,-72.94647
23480,"195 STIMSON RD",41.329483,-72.94643
23481,"205 STIMSON RD",41.32955,-72.94638
23482,"215 STIMSON RD",41.329624,-72.946335
23483,"151 ROGER WHITE DR",41.330315,-72.945625
23484,"169 ROGER WHITE DR",41.330345,-72.945206
23485,"1886 ELLA T GRASSO BLVD",41.32976,-72.94473
23486,"1876 ELLA T GRASSO BLVD",41.329548,-72.94486
23487,"1870 ELLA T GRASSO BLVD",41.329422,-72.94495
23488,"1864 ELLA T GRASSO BLVD",41.329296,-72.94502
23489,"1860 ELLA T GRASSO BLVD",41.329212,-72.945076
23490,"1850 ELLA T GRASSO BLVD",41.329002,-72.94521
23491,"1844 ELLA T GRASSO BLVD",41.328873,-72.94529
23492,"1838 ELLA T GRASSO BLVD",41.328747,-72.94537
23493,"1834 ELLA T GRASSO BLVD",41.328663,-72.94543
23494,"1830 ELLA T GRASSO BLVD",41.32858,-72.94547
23495,"1820 ELLA T GRASSO BLVD",41.32837,-72.94561
23496,"1816 ELLA T GRASSO BLVD",41.32828,-72.94566
23497,"1810 ELLA T GRASSO BLVD",41.328156,-72.94574
23498,"1800 ELLA T GRASSO BLVD",41.327946,-72.94588
23499,"1796 ELLA T GRASSO BLVD",41.32786,-72.94593
23500,"1790 ELLA T GRASSO BLVD",41.327736,-72.94601
23501,"1786 ELLA T GRASSO BLVD",41.32765,-72.94606
23502,"1780 ELLA T GRASSO BLVD",41.327522,-72.94614
23503,"1772 ELLA T GRASSO BLVD",41.327354,-72.94624
23504,"1768 ELLA T GRASSO BLVD",41.32727,-72.9463
23505,"1758 ELLA T GRASSO BLVD",41.32706,-72.946434
23506,"195 DYER ST",41.326942,-72.947525
23507,"39 BEAVER HILL LA",41.328075,-72.94814
23508,"45 ROGER WHITE DR",41.328922,-72.94868
23509,"28 ROCK VIEW TER",41.328705,-72.94755
23510,"ROCK VIEW TER",NA,NA
23511,"16 ROCK VIEW TER",41.32865,-72.947395
23512,"100 STIMSON RD",41.328384,-72.947205
23513,"84 STIMSON RD",41.32821,-72.94731
23514,"70 STIMSON RD",41.328053,-72.94741
23515,"15 BEAVER HILL LA",41.32796,-72.94784
23516,"25 BEAVER HILL LA",41.32801,-72.94796
23517,"31 BEAVER HILL LA",41.328037,-72.94804
23518,"35 ROCK VIEW TER",41.32875,-72.94764
23519,"30 PINE ROCK RD",41.329422,-72.94707
23520,"PINE ROCK RD",NA,NA
23521,"14 PINE ROCK RD",41.32935,-72.94686
23522,"6 PINE ROCK RD",41.329315,-72.946754
23523,"140 STIMSON RD",41.328888,-72.94685
23524,"120 STIMSON RD",41.328686,-72.947
23525,"15 ROCK VIEW TER",41.32866,-72.94739
23526,"25 ROCK VIEW TER",41.328705,-72.94751
23527,"35 PINE ROCK RD",41.329456,-72.94713
23528,"25 PINE ROCK RD",41.329414,-72.947
23529,"111 ROGER WHITE DR",41.330086,-72.947235
23530,"119 ROGER WHITE DR",41.33015,-72.94693
23531,"135 ROGER WHITE DR",41.330257,-72.94632
23532,"214 STIMSON RD",41.329628,-72.94634
23533,"204 STIMSON RD",41.329556,-72.946396
23534,"1 PINE ROCK RD",41.329308,-72.9467
23535,"15 PINE ROCK RD",41.32937,-72.94688
23536,"93 FARNHAM AV",41.329174,-72.95407
23537,"FITCH ST",NA,NA
23538,"WINTERGREEN AV",NA,NA
23539,"WINTERGREEN AV",NA,NA
23540,"FITCH ST",NA,NA
23541,"60 BROOKSIDE AV",41.349323,-72.95474
23542,"49 BROOKSIDE AV",NA,NA
23543,"295 WILMOT RD",41.34939,-72.94487
23544,"WOODIN ST",NA,NA
23545,"200 BROOKSIDE AV",41.348797,-72.9548
23546,"69 THORPE DR",41.348167,-72.95286
23547,"64 THORPE DR",41.34853,-72.95284
23548,"62 THORPE DR",41.34858,-72.95285
23549,"199 WILMOT RD",41.349968,-72.94622
23550,"251 WILMOT RD",41.349655,-72.94549
23551,"WILMOT RD",NA,NA
23552,"WINTERGREEN AV",NA,NA
23553,"170 WINTERGREEN AV",41.3572,-72.95109
23554,"85 WINTERGREEN AV",41.35673,-72.94901
23555,"WINTERGREEN AV",NA,NA
23556,"WINTERGREEN AV",NA,NA
23557,"WINTERGREEN AV",NA,NA
23558,"WINTERGREEN AV",NA,NA
23559,"10 WINTERGREEN AV",41.3554,-72.946205
23560,"145 SPRINGSIDE AV",41.33606,-72.95851
23561,"81 SPRINGSIDE AV",41.331776,-72.95627
23562,"138 SPRINGSIDE AV",NA,NA
23563,"132 SPRINGSIDE AV",41.33268,-72.95606
23564,"130 SPRINGSIDE AV",41.332615,-72.95606
23565,"122 SPRINGSIDE AV",41.332355,-72.9561
23566,"116 SPRINGSIDE AV",41.332165,-72.95616
23567,"146 SPRINGSIDE AV #A-1",41.33281,-72.95606
23568,"146 SPRINGSIDE AV #A-2",41.33281,-72.95606
23569,"146 SPRINGSIDE AV #A-3",41.33281,-72.95606
23570,"146 SPRINGSIDE AV #A-4",41.33281,-72.95606
23571,"146 SPRINGSIDE AV #A-5",41.33281,-72.95606
23572,"146 SPRINGSIDE AV #A-6",41.33281,-72.95606
23573,"146 SPRINGSIDE AV #A-7",41.33281,-72.95606
23574,"146 SPRINGSIDE AV #A-8",41.33281,-72.95606
23575,"146 SPRINGSIDE AV #B-1",41.33281,-72.95606
23576,"146 SPRINGSIDE AV #B-2",41.33281,-72.95606
23577,"146 SPRINGSIDE AV #B-3",41.33281,-72.95606
23578,"146 SPRINGSIDE AV #B-4",41.33281,-72.95606
23579,"146 SPRINGSIDE AV #B-5",41.33281,-72.95606
23580,"146 SPRINGSIDE AV #B-6",41.33281,-72.95606
23581,"146 SPRINGSIDE AV #B-7",41.33281,-72.95606
23582,"146 SPRINGSIDE AV #B-8",41.33281,-72.95606
23583,"146 SPRINGSIDE AV #B-9",41.33281,-72.95606
23584,"146 SPRINGSIDE AV #B-10",41.33281,-72.95606
23585,"146 SPRINGSIDE AV #B-11",41.33281,-72.95606
23586,"146 SPRINGSIDE AV #B-12",41.33281,-72.95606
23587,"146 SPRINGSIDE AV #B-13",41.33281,-72.95606
23588,"146 SPRINGSIDE AV #B-14",41.33281,-72.95606
23589,"146 SPRINGSIDE AV #C-1",41.33281,-72.95606
23590,"146 SPRINGSIDE AV #C-2",41.33281,-72.95606
23591,"146 SPRINGSIDE AV #C-3",41.33281,-72.95606
23592,"146 SPRINGSIDE AV #C-4",41.33281,-72.95606
23593,"146 SPRINGSIDE AV #C-5",41.33281,-72.95606
23594,"146 SPRINGSIDE AV #C-6",41.33281,-72.95606
23595,"146 SPRINGSIDE AV #C-7",41.33281,-72.95606
23596,"146 SPRINGSIDE AV #C-8",41.33281,-72.95606
23597,"146 SPRINGSIDE AV #C-9",41.33281,-72.95606
23598,"146 SPRINGSIDE AV #C-10",41.33281,-72.95606
23599,"146 SPRINGSIDE AV #C-11",41.33281,-72.95606
23600,"146 SPRINGSIDE AV #C-12",41.33281,-72.95606
23601,"146 SPRINGSIDE AV #C-13",41.33281,-72.95606
23602,"146 SPRINGSIDE AV #C-14",41.33281,-72.95606
23603,"112 SPRINGSIDE AV",41.332035,-72.9562
23604,"108 SPRINGSIDE AV",41.33191,-72.95624
23605,"104 SPRINGSIDE AV",41.33178,-72.956276
23606,"28 FARNHAM AV",41.32916,-72.954094
23607,"24 FARNHAM AV",41.32907,-72.95417
23608,"20 FARNHAM AV",41.328983,-72.95424
23609,"16 FARNHAM AV",41.328896,-72.954315
23610,"14 FARNHAM AV",41.32885,-72.95435
23611,"355 BLAKE ST",41.328705,-72.95497
23612,"5 SPRINGSIDE AV",41.329178,-72.95533
23613,"15 SPRINGSIDE AV",41.329433,-72.95523
23614,"25 SPRINGSIDE AV",41.329697,-72.95529
23615,"45 SPRINGSIDE AV",41.330116,-72.95572
23616,"61 SPRINGSIDE AV",41.330425,-72.95611
23617,"63 SPRINGSIDE AV",41.330467,-72.956154
23618,"71 SPRINGSIDE AV",41.330627,-72.95634
23619,"57 AUSTIN ST",41.329685,-72.9568
23620,"51 HARD ST",41.33049,-72.957085
23621,"59 HARD ST",41.330547,-72.957
23622,"60 SPRINGSIDE AV",41.33032,-72.95599
23623,"52 SPRINGSIDE AV",41.330173,-72.95581
23624,"46 SPRINGSIDE AV",41.330063,-72.95567
23625,"40 SPRINGSIDE AV",41.329952,-72.955536
23626,"375 BLAKE ST",41.328907,-72.955696
23627,"9 AUSTIN ST",41.329098,-72.956276
23628,"15 AUSTIN ST",41.329174,-72.956345
23629,"25 AUSTIN ST",41.329296,-72.95645
23630,"39 AUSTIN ST",41.329468,-72.956604
23631,"45 AUSTIN ST",41.32954,-72.95667
23632,"51 AUSTIN ST",41.329613,-72.95674
23633,"29 STONE ST",41.328915,-72.95767
23634,"25 HARD ST",41.329926,-72.95801
23635,"48 AUSTIN ST",41.32957,-72.95672
23636,"40 AUSTIN ST",41.32947,-72.95663
23637,"32 AUSTIN ST",41.32937,-72.956535
23638,"30 AUSTIN ST",41.329346,-72.95651
23639,"26 AUSTIN ST",41.329296,-72.95647
23640,"20 AUSTIN ST",41.32922,-72.9564
23641,"16 AUSTIN ST",41.32917,-72.95636
23642,"395 BLAKE ST",41.32885,-72.95626
23643,"401 BLAKE ST",41.328827,-72.95636
23644,"405 BLAKE ST",41.32881,-72.95643
23645,"411 BLAKE ST #411",41.32878,-72.95652
23646,"415 BLAKE ST #415",41.328762,-72.95658
23647,"417 BLAKE ST #417",41.328754,-72.95662
23648,"419 BLAKE ST #419",41.328747,-72.95665
23649,"421 BLAKE ST #421",41.328735,-72.95668
23650,"423 BLAKE ST #423",41.328728,-72.95671
23651,"425 BLAKE ST #425",41.328716,-72.95674
23652,"427 BLAKE ST #427",41.32871,-72.95678
23653,"429 BLAKE ST #429",41.328697,-72.95681
23654,"431 BLAKE ST #431",41.32869,-72.95684
23655,"433 BLAKE ST #433",41.32868,-72.95687
23656,"435 BLAKE ST #435",41.32867,-72.9569
23657,"437 BLAKE ST #437",41.328663,-72.95694
23658,"7 STONE ST",41.328693,-72.95748
23659,"9 STONE ST",41.328712,-72.9575
23660,"13 STONE ST",41.32875,-72.957535
23661,"15 STONE ST",41.328773,-72.95755
23662,"17 STONE ST",41.328793,-72.95757
23663,"90 SPRINGSIDE AV",41.331333,-72.95641
23664,"86 SPRINGSIDE AV",41.331203,-72.95646
23665,"52 HARD ST",41.330505,-72.95709
23666,"44 HARD ST #1",41.33045,-72.95718
23667,"44 HARD ST #2",41.33045,-72.95718
23668,"44 HARD ST #3",41.33045,-72.95718
23669,"44 HARD ST #4",41.33045,-72.95718
23670,"44 HARD ST #5",41.33045,-72.95718
23671,"36 HARD ST",41.33039,-72.95727
23672,"95 HARD ST",41.330784,-72.95661
23673,"10 HARD ST",41.32991,-72.95806
23674,"BLAKE ST",NA,NA
23675,"495 BLAKE ST",41.327835,-72.95974
23676,"400 BLAKE ST",41.328762,-72.95655
23677,"410 BLAKE ST",41.32869,-72.9568
23678,NA,NA,NA
23679,"370 BLAKE ST",41.328888,-72.95544
23680,"352 BLAKE ST",41.32864,-72.954865
23681,"346 BLAKE ST",41.32853,-72.95467
23682,"342 BLAKE ST",41.32839,-72.954475
23683,"86 FITCH ST",41.327366,-72.95365
23684,"86 FITCH ST",41.327366,-72.95365
23685,"334 BLAKE ST",41.328236,-72.95427
23686,"330 BLAKE ST",41.328156,-72.95418
23687,"322 BLAKE ST",41.327995,-72.95399
23688,"314 BLAKE ST",41.32784,-72.95379
23689,"BLAKE ST",NA,NA
23690,"308 BLAKE ST",41.327717,-72.95365
23691,"158 FITCH ST",41.32755,-72.953224
23692,"154 FITCH ST",41.32741,-72.95353
23693,"152 FITCH ST",41.327393,-72.953575
23694,"150 FITCH ST",41.327374,-72.95363
23695,"148 FITCH ST",41.327354,-72.953674
23696,"FITCH ST",NA,NA
23697,"FITCH ST",NA,NA
23698,"66 FITCH ST",41.32726,-72.95392
23699,"781 WHALLEY AV",41.325,-72.95698
23700,"801 WHALLEY AV",41.32529,-72.95755
23701,"817 WHALLEY AV",41.32551,-72.95795
23702,"827 WHALLEY AV",41.32564,-72.95819
